date,ad_type,asin,sku,impressions,clicks,spend,sales,orders,units
2026-02-03,SB,B07JM7GQG4,SC-ORIG-K-78x72x8,19539.666666666664,35.0,1193.49,0.0,0.0,0.0
2026-02-03,SB,B08KT1QRHJ,SC-CLPILW-S-27x18,762.0,15.0,113.25,2877.96,2.0,2.0
2026-02-03,SB,B08R7MX63N,SC-CLPILWSET2-S-27x18,6087.0,12.0,61.74,705.37,1.0,1.0
2026-02-03,SB,B08R8DC5BB,SC-MFPILWSET2-BAM-S-25x16,6087.0,12.0,61.74,705.37,1.0,1.0
2026-02-03,SB,B09XFF5LPL,SC-MFPILW-BAM-C-25x16,95.0,4.0,12.86,0.0,0.0,0.0
2026-02-03,SB,B09XFKM8V6,SC-HYB-LATEX-K-78x72x6,176.0,1.0,45.66,0.0,0.0,0.0
2026-02-03,SB,B09XFRNJCD,SC-HYB-LATEX-Q-75x60x8,185.0,13.0,258.69,0.0,0.0,0.0
2026-02-03,SB,B09XGCSRXY,SC-HYB-LATEX-K-78x72x8,19539.666666666664,35.0,1193.49,0.0,0.0,0.0
2026-02-03,SB,B09XGRWRST,SC-ULTM-K-78x72x8,20086.666666666664,37.0,1200.69,0.0,0.0,0.0
2026-02-03,SB,B0CV17V482,SC-LITEPILWPSET2-S-27X17,23033.0,99.0,1174.61,705.37,1.0,1.0
2026-02-03,SB,B0D58NBSN9,SC-ULTM-LATEX-K-78x72x8,244.99999999999997,14.0,304.34,0.0,0.0,0.0
2026-02-03,SBV,B0732Y4N37,SC-ORIG-K-78x72x6,38090.0,185.0,2461.67,0.0,0.0,0.0
2026-02-03,SBV,B09XFKM8V6,SC-HYB-LATEX-K-78x72x6,1328.0,11.666666666666668,222.24,0.0,0.0,0.0
2026-02-03,SBV,B0D58NBSN9,SC-ULTM-LATEX-K-78x72x8,1328.0,11.666666666666666,222.24,0.0,0.0,0.0
2026-02-03,SD,B077Q9YRMY,SC-ORIG-D-72x48x6,49492.0,92.0,1032.53,0.0,0.0,0.0
2026-02-03,SD,B077QJVWBR,SC-ORIG-K-72x72x6,24255.0,66.0,653.68,10372.03,1.0,1.0
2026-02-03,SD,B0784G85Q4,SC-ORIG-Q-75x66x6,13266.0,17.0,261.13,0.0,0.0,0.0
2026-02-03,SD,B07M72KSRM,SC-ORIG-K-72x72x8,42821.0,73.0,809.7,13422.88,1.0,1.0
2026-02-03,SD,B07NLFVP6H,SC-ORIG-D-75x48x8,16004.0,28.0,326.07,9595.76,1.0,1.0
2026-02-03,SD,B07PYHX5P7,SC-ORIG-S-78x36x8,10108.0,23.0,198.47,0.0,0.0,0.0
2026-02-03,SD,B0822SXQGH,SC-MFPILW-BAM-S-25x16,15277.0,47.0,391.44,8215.25,5.0,5.0
2026-02-03,SD,B08KS2YSFR,SC-BDPILW-S-50x19,12.0,0.0,1.0,0.0,0.0,0.0
2026-02-03,SD,B08KT1QRHJ,SC-CLPILW-S-27x18,3692.0,9.0,46.98,719.49,1.0,1.0
2026-02-03,SD,B08R7MX63N,SC-CLPILWSET2-S-27x18,8407.0,12.0,152.6,0.0,0.0,0.0
2026-02-03,SD,B08R8DC5BB,SC-MFPILWSET2-BAM-S-25x16,571.0,1.0,74.54,0.0,0.0,0.0
2026-02-03,SD,B08R8DQ3T4,SC-MFPILWSET4-BAM-S-25x16,557.0,6.0,24.76,0.0,0.0,0.0
2026-02-03,SD,B08R8GN8KH,SC-CLPILWSET4-S-27x18,79.0,0.0,5.95,0.0,0.0,0.0
2026-02-03,SD,B08V53S7J5,SC-CLPILWSET2-P-32x20,30.0,0.0,6.43,0.0,0.0,0.0
2026-02-03,SD,B09BFC4KSB,SC-ORIG-K-75x72x10,14631.0,19.0,155.95,0.0,0.0,0.0
2026-02-03,SD,B09BFCFQ9G,SC-ORIG-K-72x72x10,10969.0,22.0,128.76,0.0,0.0,0.0
2026-02-03,SD,B09XF52Y5P,SC-HYBPILWSET2-S-26x16,39.0,0.0,2.96,0.0,0.0,0.0
2026-02-03,SD,B09XF5SRRD,SC-HYBPILW-S-26X16,56.0,0.0,4.99,0.0,0.0,0.0
2026-02-03,SD,B09XF8H7BK,SC-MFPILWSET2-CLT-S-25x16,155.0,0.0,18.08,0.0,0.0,0.0
2026-02-03,SD,B09XF967YW,SC-MFPILW-CLT-S-25x16,238.0,0.0,38.62,0.0,0.0,0.0
2026-02-03,SD,B09XFCSDC2,SC-MFPILWSET2-CLT-C-25x16,143.0,0.0,17.76,0.0,0.0,0.0
2026-02-03,SD,B09XFF5LPL,SC-MFPILW-BAM-C-25x16,101.0,0.0,7.15,0.0,0.0,0.0
2026-02-03,SD,B09XFFBND4,SC-MFPILW-CLT-C-25x16,81.0,0.0,15.47,0.0,0.0,0.0
2026-02-03,SD,B09XFL1FR1,SC-HYB-LATEX-K-75x72x8,12591.0,29.0,164.72,0.0,0.0,0.0
2026-02-03,SD,B09XFMZMQS,SC-ULTM-S-72x36x10,42.0,0.0,2.63,0.0,0.0,0.0
2026-02-03,SD,B09XGCYCSY,SC-ULTM-Q-72x60x8,318.0,1.0,20.06,0.0,0.0,0.0
2026-02-03,SD,B09XGDZQPC,SC-HYB-LATEX-K-72x72x6,36960.0,123.0,664.75,0.0,0.0,0.0
2026-02-03,SD,B09XGF9LKQ,SC-ULTM-D-72x48x8,127.0,0.0,8.35,0.0,0.0,0.0
2026-02-03,SD,B09XGGGFCX,SC-HYB-LATEX-D-78x48x6,22526.0,45.0,158.73,0.0,0.0,0.0
2026-02-03,SD,B09XGGGP3H,SC-ULTM-D-75x48x8,193.0,0.0,9.32,0.0,0.0,0.0
2026-02-03,SD,B09XGGZVSB,SC-HYB-LATEX-S-78x36x6,29928.0,56.0,235.94,0.0,0.0,0.0
2026-02-03,SD,B09XGK6Q4L,SC-HYB-LATEX-Q-75x60x6,21599.0,53.0,249.49,0.0,0.0,0.0
2026-02-03,SD,B09XGKPDL1,SC-ULTM-K-72x72x10,36.0,0.0,2.42,0.0,0.0,0.0
2026-02-03,SD,B09XGM4M96,SC-ULTM-S-78x36x8,38.0,1.0,4.59,0.0,0.0,0.0
2026-02-03,SD,B09XGNVN9N,SC-HYB-LATEX-Q-72x60x6,7068.0,26.0,116.0,0.0,0.0,0.0
2026-02-03,SD,B09XGP87K1,SC-ULTM-Q-75x60x10,68.0,0.0,5.4,0.0,0.0,0.0
2026-02-03,SD,B09XGPHT52,SC-ULTM-K-75x72x8,111.0,0.0,8.3,0.0,0.0,0.0
2026-02-03,SD,B09XGPK5MG,SC-ULTM-Q-75x60x8,218.0,0.0,13.24,0.0,0.0,0.0
2026-02-03,SD,B09XGPQKRQ,SC-ULTM-D-78x48x8,61.0,0.0,3.76,0.0,0.0,0.0
2026-02-03,SD,B09XGQN59S,SC-ULTM-S-72x36x8,316.0,0.0,16.43,0.0,0.0,0.0
2026-02-03,SD,B09XGSBJP8,SC-ULTM-D-75x48x10,36.0,0.0,3.36,0.0,0.0,0.0
2026-02-03,SD,B09XGTCS7M,SC-ULTM-Q-72x60x10,27.0,0.0,0.88,0.0,0.0,0.0
2026-02-03,SD,B09XGX5FZX,SC-ULTM-K-75x72x10,34.0,0.0,2.33,0.0,0.0,0.0
2026-02-03,SD,B0B2RGMB2Z,SC-ULTM-S-72x30x8,35.0,0.0,2.42,0.0,0.0,0.0
2026-02-03,SD,B0BB75FZXB,SC-ORIG-K-84x72x8,4312.0,18.0,99.12,0.0,0.0,0.0
2026-02-03,SD,B0BB7JQPSM,SC-ORIG-Q-75x66x10,8150.0,10.0,114.77,0.0,0.0,0.0
2026-02-03,SD,B0BB7KCGYN,SC-ORIG-D-72x48x10,34934.0,70.0,473.02,0.0,0.0,0.0
2026-02-03,SD,B0C857R73C,SC-HYB-LATEX-S-72x30x6,5564.0,16.0,44.66,0.0,0.0,0.0
2026-02-03,SD,B0CRHS55FC,SC-SUPRSOFTPILW-S-25x16,349.0,0.0,38.33,0.0,0.0,0.0
2026-02-03,SD,B0CW6CS7BX,SC-ZSJRPILWCS-S-27x17,1549.0,6.0,43.19,0.0,0.0,0.0
2026-02-03,SD,B0CWKZBMC3,SC-SLSTPILWCS-P-32x20,110.0,0.0,0.0,0.0,0.0,0.0
2026-02-03,SD,B0CWKZHV5T,SC-SLSTPILWCS-S-28x18,3805.0,18.0,187.15,0.0,0.0,0.0
2026-02-03,SD,B0CWL2NG34,SC-DGRPILWCS-S-28x18,742.0,3.0,35.83,0.0,0.0,0.0
2026-02-03,SD,B0CWL313ZC,SC-OBCHPILWCS-S-28x18,13162.0,43.0,279.9,556.19,1.0,1.0
2026-02-03,SD,B0CWL46VZK,SC-DGRPILWCS-C-52x20,659.0,1.0,5.02,0.0,0.0,0.0
2026-02-03,SD,B0CWL4SRMC,SC-SLSTPILWCS-C-52x20,5463.0,31.0,286.51,0.0,0.0,0.0
2026-02-03,SD,B0CWL52SCG,SC-PRPNPILWCS-S-28x18,3938.0,20.0,173.88,0.0,0.0,0.0
2026-02-03,SD,B0CWL5BWP4,SC-DGRPILWCS-P-32x20,407.0,3.0,5.59,0.0,0.0,0.0
2026-02-03,SD,B0CWL5YBZ6,SC-TBLPILWCS-P-32x20,623.0,2.0,4.47,0.0,0.0,0.0
2026-02-03,SD,B0CWL63BQ3,SC-PRPNPILWCS-C-52x20,452.0,1.0,21.03,0.0,0.0,0.0
2026-02-03,SD,B0CWL9Y811,SC-TBLPILWCS-C-52x20,1496.0,3.0,10.78,0.0,0.0,0.0
2026-02-03,SD,B0CWLCGJDC,SC-TBLPILWCS-S-28x18,6559.0,13.0,125.85,0.0,0.0,0.0
2026-02-03,SD,B0D58LV9HN,SC-ULTM-LATEX-K-75x72x8,52.0,0.0,3.09,0.0,0.0,0.0
2026-02-03,SD,B0D58LVNHC,SC-ULTM-LATEX-S-75x36x8,9.0,0.0,0.54,0.0,0.0,0.0
2026-02-03,SD,B0D58LWV2B,SC-ULTM-LATEX-S-72x36x10,74.0,2.0,6.38,0.0,0.0,0.0
2026-02-03,SD,B0D58M16NS,SC-ULTM-LATEX-Q-75x60x10,79.0,0.0,3.4,0.0,0.0,0.0
2026-02-03,SD,B0D58MC92Q,SC-ULTM-LATEX-S-78x36x8,33.0,0.0,2.8,0.0,0.0,0.0
2026-02-03,SD,B0D58MHQXQ,SC-ULTM-LATEX-D-75x48x8,45.0,0.0,2.82,0.0,0.0,0.0
2026-02-03,SD,B0D58MVX6P,SC-ULTM-LATEX-Q-72x60x10,76.0,0.0,4.24,0.0,0.0,0.0
2026-02-03,SD,B0D58MYX7J,SC-ULTM-LATEX-D-72x48x8,13.0,0.0,1.51,0.0,0.0,0.0
2026-02-03,SD,B0D58N3MS1,SC-ULTM-LATEX-Q-78x60x10,38.0,0.0,4.31,0.0,0.0,0.0
2026-02-03,SD,B0D58N56P9,SC-ULTM-LATEX-S-72x36x8,11.0,0.0,1.01,0.0,0.0,0.0
2026-02-03,SD,B0D58NNZM6,SC-ULTM-LATEX-D-78x48x8,70.0,0.0,3.54,0.0,0.0,0.0
2026-02-03,SD,B0DGSX75PJ,SC-CLD-SPR-Q-75x60x8,230.0,0.0,10.91,0.0,0.0,0.0
2026-02-03,SD,B0DGSZFRJC,SC-CLD-SPR-S-72x36x8,196.0,1.0,12.51,0.0,0.0,0.0
2026-02-03,SD,B0DGT8T9Q4,SC-CLD-SPR-K-78x72x8,499.0,1.0,22.81,0.0,0.0,0.0
2026-02-03,SD,B0DGTCVYJZ,SC-CLD-SPR-K-72x72x8,306.0,0.0,10.69,0.0,0.0,0.0
2026-02-03,SD,B0DGTCXZ9M,SC-CLD-SPR-K-75x72x8,271.0,0.0,8.21,0.0,0.0,0.0
2026-02-03,SD,B0F1937F9V,SC-DCPILWSET1-BAM-25x15,114.0,1.0,17.35,0.0,0.0,0.0
2026-02-03,SD,B0F2N7Q9H3,SC-CTR-LTX-BAM-24x16,85.0,0.0,9.76,0.0,0.0,0.0
2026-02-03,SD,B0F2SWXPMT,SC-STD-LTX-BAM-24x16,193.0,0.0,20.57,0.0,0.0,0.0
2026-02-03,SP,B0732TFNYC,SC-ORIG-K-75x72x6,677.0,3.0,107.4,0.0,0.0,0.0
2026-02-03,SP,B0732TMKP8,SC-ORIG-Q-75x60x6,1245.0,5.0,114.21,0.0,0.0,0.0
2026-02-03,SP,B0732WFNVL,SC-ORIG-Q-78x60x6,5664.0,33.0,924.69,0.0,0.0,0.0
2026-02-03,SP,B0732XD4WD,SC-ORIG-Q-78x66x6,1.0,0.0,0.0,0.0,0.0,0.0
2026-02-03,SP,B0732Y4N37,SC-ORIG-K-78x72x6,3520.0,35.0,1410.13,15778.81,1.0,1.0
2026-02-03,SP,B0732Y4N38,SC-ORIG-S-78x36x6,5038.0,161.0,4496.61,38261.85,4.0,4.0
2026-02-03,SP,B077Q8RLCP,SC-ORIG-D-75x48x6,297.0,2.0,36.67,0.0,0.0,0.0
2026-02-03,SP,B077Q9YRMV,SC-ORIG-S-75x36x6,5376.0,144.0,4082.63,10433.05,1.0,1.0
2026-02-03,SP,B077Q9YRMY,SC-ORIG-D-72x48x6,2901.0,32.0,934.06,0.0,0.0,0.0
2026-02-03,SP,B077QB4R3Y,SC-ORIG-Q-72x66x6,87.0,0.0,0.0,0.0,0.0,0.0
2026-02-03,SP,B077QJVWBR,SC-ORIG-K-72x72x6,212.0,0.0,0.0,0.0,0.0,0.0
2026-02-03,SP,B0784G85Q4,SC-ORIG-Q-75x66x6,98.0,1.0,22.98,0.0,0.0,0.0
2026-02-03,SP,B078BRGTDM,SC-ORIG-S-72x36x6,22464.0,206.0,6123.39,64133.05,7.0,7.0
2026-02-03,SP,B07JM7GQG4,SC-ORIG-K-78x72x8,3022.0,17.0,469.65,0.0,0.0,0.0
2026-02-03,SP,B07JN4C3NB,SC-ORIG-Q-78x60x8,1455.0,7.0,255.45,0.0,0.0,0.0
2026-02-03,SP,B07M72KSRM,SC-ORIG-K-72x72x8,4410.0,19.0,624.87,6442.37,1.0,1.0
2026-02-03,SP,B07MBSJ553,SC-ORIG-Q-75x60x8,553.0,3.0,46.02,0.0,0.0,0.0
2026-02-03,SP,B07MHZTP8Q,SC-ORIG-Q-72x60x8,1279.0,7.0,213.51,0.0,0.0,0.0
2026-02-03,SP,B07MHZVDNP,SC-ORIG-K-75x72x8,72.0,0.0,0.0,0.0,0.0,0.0
2026-02-03,SP,B07NLFV79S,SC-ORIG-S-75x36x8,83.0,0.0,0.0,0.0,0.0,0.0
2026-02-03,SP,B07NLFVP6H,SC-ORIG-D-75x48x8,1741.0,9.0,261.1,0.0,0.0,0.0
2026-02-03,SP,B07PVC8NR5,SC-ORIG-D-72x48x8,748.0,12.0,282.17,0.0,0.0,0.0
2026-02-03,SP,B07PW985JH,SC-ORIG-D-78x48x8,61.0,0.0,0.0,0.0,0.0,0.0
2026-02-03,SP,B07PXG7NPX,SC-ORIG-S-72x36x8,2608.0,33.0,1111.28,13422.88,1.0,1.0
2026-02-03,SP,B07PYHX5P7,SC-ORIG-S-78x36x8,468.0,1.0,16.55,0.0,0.0,0.0
2026-02-03,SP,B07Y36RJJ2,SC-BABY-S-52x28x4,483.0,10.0,107.88,0.0,0.0,0.0
2026-02-03,SP,B07Y37P1T3,SC-BABY-S-48x24x4,3769.0,64.0,649.57,7115.24,4.0,4.0
2026-02-03,SP,B0822SXQGH,SC-MFPILW-BAM-S-25x16,5709.0,121.0,1592.15,18488.97,14.0,14.0
2026-02-03,SP,B0822W6ZCG,SC-PROT-K-75x72,140.0,1.0,26.13,0.0,0.0,0.0
2026-02-03,SP,B0822WG76C,SC-PROT-K-72x72,22.0,1.0,28.12,0.0,0.0,0.0
2026-02-03,SP,B0822WJWGS,SC-PROT-Q-78x60,319.0,9.0,201.65,856.19,1.0,1.0
2026-02-03,SP,B0822WWZRV,SC-PROT-K-78x72,660.0,19.0,363.67,1636.19,2.0,2.0
2026-02-03,SP,B08KS2YSFR,SC-BDPILW-S-50x19,7161.0,109.0,2272.81,11433.06,9.0,9.0
2026-02-03,SP,B08KT1QRHJ,SC-CLPILW-S-27x18,2974.0,36.0,747.88,2794.92,2.0,2.0
2026-02-03,SP,B08KTCGSQW,SC-COMF-D-90x100,1101.0,29.0,497.76,0.0,0.0,0.0
2026-02-03,SP,B08KTCLX7R,SC-COMF-S-90x60,1757.0,48.0,722.99,2664.76,1.0,1.0
2026-02-03,SP,B08R67YCQG,SC-LMCOMF-D-90x100,32.0,0.0,0.0,0.0,0.0,0.0
2026-02-03,SP,B08R68DVBT,SC-LMCOMF-S-90x60,607.0,9.0,123.69,0.0,0.0,0.0
2026-02-03,SP,B08R7MX63N,SC-CLPILWSET2-S-27x18,1483.0,23.0,400.43,8596.62,5.0,5.0
2026-02-03,SP,B08R8DQ3T4,SC-MFPILWSET4-BAM-S-25x16,288.0,2.0,35.81,0.0,0.0,0.0
2026-02-03,SP,B08R8GN8KH,SC-CLPILWSET4-S-27x18,457.0,4.0,151.79,0.0,0.0,0.0
2026-02-03,SP,B08V53Z18N,SC-CLPILWSET4-P-32x20,41.0,3.0,56.36,0.0,0.0,0.0
2026-02-03,SP,B09BFBRLLB,SC-ORIG-Q-75x60x10,1.0,0.0,0.0,0.0,0.0,0.0
2026-02-03,SP,B09BFC4KSB,SC-ORIG-K-75x72x10,219.0,0.0,0.0,0.0,0.0,0.0
2026-02-03,SP,B09BFC81R8,SC-ORIG-K-78x72x10,585.0,1.0,46.0,0.0,0.0,0.0
2026-02-03,SP,B09BFCFQ9G,SC-ORIG-K-72x72x10,386.0,11.0,723.18,0.0,0.0,0.0
2026-02-03,SP,B09BFCJDVZ,SC-ORIG-S-72x36x10,1324.0,7.0,160.37,0.0,0.0,0.0
2026-02-03,SP,B09BFD1ZB3,SC-ORIG-Q-78x60x10,1651.0,22.0,895.37,10433.05,1.0,1.0
2026-02-03,SP,B09BFDR5TH,SC-ORIG-Q-72x60x10,142.0,0.0,0.0,0.0,0.0,0.0
2026-02-03,SP,B09BYHF63W,SC-CFCOMF-S-90x60,31.0,0.0,0.0,0.0,0.0,0.0
2026-02-03,SP,B09BYVBCRW,SC-CFCOMF-D-90x100,509.0,0.0,0.0,0.0,0.0,0.0
2026-02-03,SP,B09BYWZCXM,SC-PKCOMF-D-90x100,14366.0,72.0,629.56,2664.76,1.0,1.0
2026-02-03,SP,B09BZ51DLD,SC-PKCOMF-S-90x60,1073.0,24.0,463.86,0.0,0.0,0.0
2026-02-03,SP,B09XBMFFZY,SC-SLMPILW-S-26X16,1613.0,24.0,327.42,0.0,0.0,0.0
2026-02-03,SP,B09XF52Y5P,SC-HYBPILWSET2-S-26x16,367.0,3.0,56.6,0.0,0.0,0.0
2026-02-03,SP,B09XF5SRRD,SC-HYBPILW-S-26X16,454.0,7.0,107.84,1609.32,1.0,1.0
2026-02-03,SP,B09XF8H7BK,SC-MFPILWSET2-CLT-S-25x16,235.0,0.0,0.0,0.0,0.0,0.0
2026-02-03,SP,B09XF967YW,SC-MFPILW-CLT-S-25x16,138.0,0.0,0.0,0.0,0.0,0.0
2026-02-03,SP,B09XFCSDC2,SC-MFPILWSET2-CLT-C-25x16,46.0,0.0,0.0,0.0,0.0,0.0
2026-02-03,SP,B09XFF5LPL,SC-MFPILW-BAM-C-25x16,3940.0,60.0,1301.66,3937.29,4.0,4.0
2026-02-03,SP,B09XFFBND4,SC-MFPILW-CLT-C-25x16,316.0,6.0,134.6,0.0,0.0,0.0
2026-02-03,SP,B09XFKM8V6,SC-HYB-LATEX-K-78x72x6,2052.0,9.0,293.78,14033.05,1.0,1.0
2026-02-03,SP,B09XFL1FR1,SC-HYB-LATEX-K-75x72x8,374.0,1.0,43.24,0.0,0.0,0.0
2026-02-03,SP,B09XFL1H1T,SC-HYB-LATEX-Q-78x60x8,854.0,24.0,940.84,0.0,0.0,0.0
2026-02-03,SP,B09XFL84G4,SC-HYB-LATEX-S-78x36x8,2222.0,22.0,642.67,13151.69,1.0,1.0
2026-02-03,SP,B09XFLCPM3,SC-HYB-LATEX-S-75x36x6,2794.0,75.0,3091.68,11524.58,1.0,1.0
2026-02-03,SP,B09XFLDPHV,SC-HYB-LATEX-D-78x48x8,1022.0,31.0,951.46,0.0,0.0,0.0
2026-02-03,SP,B09XFLVCHN,SC-HYB-LATEX-K-75x72x6,527.0,5.0,51.6,0.0,0.0,0.0
2026-02-03,SP,B09XFLYZ66,SC-HYB-LATEX-D-72x48x6,1003.0,27.0,1010.61,0.0,0.0,0.0
2026-02-03,SP,B09XFMGSKV,SC-HYB-LATEX-K-72x72x8,119.0,1.0,48.42,0.0,0.0,0.0
2026-02-03,SP,B09XFMX37N,SC-HYB-LATEX-S-72x36x6,4379.0,94.0,2691.73,0.0,0.0,0.0
2026-02-03,SP,B09XFMZMQS,SC-ULTM-S-72x36x10,620.0,7.0,129.83,0.0,0.0,0.0
2026-02-03,SP,B09XFN2QX3,SC-HYB-LATEX-Q-72x60x8,818.0,7.0,229.95,10356.78,1.0,1.0
2026-02-03,SP,B09XFRNJCD,SC-HYB-LATEX-Q-75x60x8,972.0,13.0,328.04,0.0,0.0,0.0
2026-02-03,SP,B09XGCSM7K,SC-ULTM-K-84x72x8,2.0,0.0,0.0,0.0,0.0,0.0
2026-02-03,SP,B09XGCSRXY,SC-HYB-LATEX-K-78x72x8,1951.0,24.0,863.32,16134.75,1.0,1.0
2026-02-03,SP,B09XGCTNFC,SC-HYB-LATEX-S-72x36x8,145.0,7.0,182.78,0.0,0.0,0.0
2026-02-03,SP,B09XGCYCSY,SC-ULTM-Q-72x60x8,60.0,1.0,7.78,0.0,0.0,0.0
2026-02-03,SP,B09XGDZQPC,SC-HYB-LATEX-K-72x72x6,4793.0,44.0,1804.2,0.0,0.0,0.0
2026-02-03,SP,B09XGF9LKQ,SC-ULTM-D-72x48x8,308.0,2.0,38.68,0.0,0.0,0.0
2026-02-03,SP,B09XGFNYTZ,SC-ULTM-S-75x36x8,1226.0,53.0,1219.67,43751.69,3.0,3.0
2026-02-03,SP,B09XGGFP7W,SC-HYB-LATEX-D-75x48x6,16.0,0.0,0.0,0.0,0.0,0.0
2026-02-03,SP,B09XGGGFCX,SC-HYB-LATEX-D-78x48x6,1310.0,13.0,378.75,0.0,0.0,0.0
2026-02-03,SP,B09XGGGNN9,SC-HYB-LATEX-D-72x48x8,960.0,23.0,839.03,0.0,0.0,0.0
2026-02-03,SP,B09XGGGP3H,SC-ULTM-D-75x48x8,827.0,8.0,191.48,0.0,0.0,0.0
2026-02-03,SP,B09XGGZVSB,SC-HYB-LATEX-S-78x36x6,2560.0,68.0,2588.54,9965.25,1.0,1.0
2026-02-03,SP,B09XGJ93PQ,SC-HYB-LATEX-S-75x36x8,7541.0,132.0,4021.19,12118.64,1.0,1.0
2026-02-03,SP,B09XGK6Q4L,SC-HYB-LATEX-Q-75x60x6,3242.0,40.0,1037.76,0.0,0.0,0.0
2026-02-03,SP,B09XGKPDL1,SC-ULTM-K-72x72x10,50.0,2.0,70.8,0.0,0.0,0.0
2026-02-03,SP,B09XGM4M96,SC-ULTM-S-78x36x8,466.0,28.0,586.77,0.0,0.0,0.0
2026-02-03,SP,B09XGN7MMK,SC-HYB-LATEX-D-75x48x8,2288.0,77.0,3060.51,0.0,0.0,0.0
2026-02-03,SP,B09XGNTMB7,SC-ULTM-Q-78x60x8,199.0,17.0,426.97,34371.18,2.0,2.0
2026-02-03,SP,B09XGNVN9N,SC-HYB-LATEX-Q-72x60x6,1613.0,9.0,362.94,0.0,0.0,0.0
2026-02-03,SP,B09XGNVVYK,SC-ULTM-K-72x72x8,1775.0,7.0,76.85,0.0,0.0,0.0
2026-02-03,SP,B09XGP87K1,SC-ULTM-Q-75x60x10,45.0,0.0,0.0,0.0,0.0,0.0
2026-02-03,SP,B09XGPHT52,SC-ULTM-K-75x72x8,847.0,5.0,66.43,0.0,0.0,0.0
2026-02-03,SP,B09XGPJ4CK,SC-ULTM-Q-78x60x10,1.0,0.0,0.0,0.0,0.0,0.0
2026-02-03,SP,B09XGPK5MG,SC-ULTM-Q-75x60x8,118.0,1.0,4.15,0.0,0.0,0.0
2026-02-03,SP,B09XGPQKRQ,SC-ULTM-D-78x48x8,8.0,1.0,9.82,0.0,0.0,0.0
2026-02-03,SP,B09XGPZKTZ,SC-HYB-LATEX-Q-78x60x6,436.0,4.0,249.34,0.0,0.0,0.0
2026-02-03,SP,B09XGQN59S,SC-ULTM-S-72x36x8,6.0,0.0,0.0,0.0,0.0,0.0
2026-02-03,SP,B09XGRWRST,SC-ULTM-K-78x72x8,653.0,2.0,30.04,0.0,0.0,0.0
2026-02-03,SP,B09XGSBJP8,SC-ULTM-D-75x48x10,123.0,1.0,15.27,0.0,0.0,0.0
2026-02-03,SP,B09XGSHBKJ,SC-ULTM-K-78x72x10,390.0,0.0,0.0,0.0,0.0,0.0
2026-02-03,SP,B09XGTCS7M,SC-ULTM-Q-72x60x10,64.0,0.0,0.0,0.0,0.0,0.0
2026-02-03,SP,B09XGX5FZX,SC-ULTM-K-75x72x10,508.0,6.0,76.69,0.0,0.0,0.0
2026-02-03,SP,B09XXW4L26,SC-PETBEDORIG-M.Red-L-46x32,577.0,2.0,50.95,0.0,0.0,0.0
2026-02-03,SP,B0B2RGMB2Z,SC-ULTM-S-72x30x8,704.0,8.0,176.95,0.0,0.0,0.0
2026-02-03,SP,B0B3RD254F,SC-EGWTLUXCOMF-D-90x100,220.0,1.0,15.78,0.0,0.0,0.0
2026-02-03,SP,B0B3RDY15X,SC-EGWTLUXCOMF-S-90x60,133.0,1.0,9.8,0.0,0.0,0.0
2026-02-03,SP,B0B6CKXX6W,SC-ORIG-Q-72x66x8,12.0,0.0,0.0,0.0,0.0,0.0
2026-02-03,SP,B0BB74H71K,SC-ORIG-S-75x42x6,85.0,1.0,45.47,0.0,0.0,0.0
2026-02-03,SP,B0BB7575JC,SC-ORIG-S-72x30x6,2.0,0.0,0.0,0.0,0.0,0.0
2026-02-03,SP,B0BB75FZXB,SC-ORIG-K-84x72x8,44.0,0.0,0.0,0.0,0.0,0.0
2026-02-03,SP,B0BB7HVLKV,SC-ORIG-D-78x48x10,7.0,0.0,0.0,0.0,0.0,0.0
2026-02-03,SP,B0BB7JQPSM,SC-ORIG-Q-75x66x10,19.0,0.0,0.0,0.0,0.0,0.0
2026-02-03,SP,B0BB7KCGYN,SC-ORIG-D-72x48x10,940.0,8.0,121.88,20676.27,2.0,2.0
2026-02-03,SP,B0BB7KGNLD,SC-ORIG-Q-78x66x10,37.0,0.0,0.0,0.0,0.0,0.0
2026-02-03,SP,B0BB7KL7T9,SC-ORIG-Q-75x66x8,121.0,5.0,117.12,0.0,0.0,0.0
2026-02-03,SP,B0BF4ZF9PC,SC-DGRFTDSHEET-K-78x72,28.0,0.0,0.0,0.0,0.0,0.0
2026-02-03,SP,B0BF52YR1M,SC-TBLFTDSHEET-K-78x72,7.0,0.0,0.0,0.0,0.0,0.0
2026-02-03,SP,B0BF52YTSD,SC-TBLFTDSHEET-Q-78x60,4.0,0.0,0.0,0.0,0.0,0.0
2026-02-03,SP,B0BM9RZ1DT,SC-WNTRCOMF-D-90x100,1598.0,19.0,306.61,0.0,0.0,0.0
2026-02-03,SP,B0BMPJ95X7,SC-DGRDVTCOVER-D-90x100,47.0,2.0,26.91,0.0,0.0,0.0
2026-02-03,SP,B0BMPSBSDZ,SC-TBLDVTCOVER-D-90x100,1173.0,8.0,67.17,0.0,0.0,0.0
2026-02-03,SP,B0BQBPPMF6,SC-TBLFTDSHEET-K-72x72,34.0,0.0,0.0,0.0,0.0,0.0
2026-02-03,SP,B0BQBQK9CG,SC-DGRFTDSHEET-K-72x72,3.0,0.0,0.0,0.0,0.0,0.0
