asin,date,sessions,units ordered,ordered product sales,page views,buy box percentage
B0D58N5B2F,2026-01-15,103,0,0.0,131,98.33
B0G7JSR2H8,2026-01-15,41,0,0.0,46,100.0
B0CWCVD3Z8,2026-01-15,12,0,0.0,13,100.0
B09XFMGSKV,2026-01-15,116,0,0.0,131,89.43
B0G256TW3Q,2026-01-15,13,0,0.0,13,93.33
B0732WFNVL,2026-01-15,135,1,12311.0,188,94.32
B0D58MVX6P,2026-01-15,31,0,0.0,35,97.06
B0G3C92JXT,2026-01-15,74,0,0.0,92,96.7
B0FST5VM2L,2026-01-15,3,1,3142.0,4,100.0
B0D58M16NS,2026-01-15,13,0,0.0,13,91.67
B0FLF9PR8K,2026-01-15,23,2,3998.0,29,100.0
B0BM9RZ1DT,2026-01-15,80,2,6782.0,105,95.96
B09BFC77HD,2026-01-15,27,0,0.0,37,100.0
B09XGCYCSY,2026-01-15,46,0,0.0,53,98.0
B0F2TGN1KQ,2026-01-15,250,1,13679.0,295,97.18
B09BFC81R8,2026-01-15,71,0,0.0,88,98.81
B0F2TGCPMR,2026-01-15,19,0,0.0,31,96.67
B09SB37CRT,2026-01-15,38,0,0.0,51,92.68
B0CW69SKSD,2026-01-15,27,3,1482.0,32,100.0
B077QJVWBR,2026-01-15,109,1,13679.0,131,99.17
B0DDCHGB74,2026-01-15,1,0,0.0,1,100.0
B09XGTCS7M,2026-01-15,18,0,0.0,20,94.74
B0732TFNYC,2026-01-15,84,0,0.0,105,100.0
B0CW6CS7BX,2026-01-15,31,0,0.0,37,100.0
B0FR3JL1BS,2026-01-15,222,2,4572.0,278,100.0
B0FSTF72CC,2026-01-15,22,1,2442.0,29,100.0
B0DGQM3RN6,2026-01-15,7,0,0.0,10,100.0
B0G3BY4SK8,2026-01-15,43,0,0.0,51,100.0
B0CRS31GSK,2026-01-15,75,2,11198.0,99,100.0
B0CJ9G9XVQ,2026-01-15,20,1,999.0,23,100.0
B0CWS2SVVL,2026-01-15,4,0,0.0,4,100.0
B09XF967YW,2026-01-15,169,0,0.0,201,100.0
B09XGPJ4CK,2026-01-15,88,0,0.0,97,97.89
B0BMPJ95X7,2026-01-15,28,1,2789.0,30,100.0
B09XFLYZ66,2026-01-15,108,0,0.0,154,99.32
B0FSSV6NDR,2026-01-15,20,0,0.0,30,100.0
B0FHHWGGVS,2026-01-15,4,1,9499.0,7,100.0
B0G7HSDJXL,2026-01-15,64,0,0.0,79,97.3
B0DDCH8LKZ,2026-01-15,1,0,0.0,1,100.0
B0G2565L5B,2026-01-15,51,1,9811.0,54,94.23
B0CZLL57NF,2026-01-15,3,0,0.0,6,100.0
B0CW9QFGB8,2026-01-15,52,0,0.0,63,100.0
B08R8GN8KH,2026-01-15,30,1,3199.0,58,100.0
B0D58MC92Q,2026-01-15,72,0,0.0,83,95.12
B0D58MHD11,2026-01-15,51,0,0.0,66,98.39
B0B3RD254F,2026-01-15,56,0,0.0,68,98.53
B0G3CNC7P5,2026-01-15,65,0,0.0,73,100.0
B0CRHS55FC,2026-01-15,165,7,9744.0,208,100.0
B0822V9JY7,2026-01-15,7,0,0.0,9,100.0
B0G25BBWF1,2026-01-15,18,0,0.0,28,92.31
B0G3CMJVQC,2026-01-15,24,0,0.0,27,92.0
B0G7JCBDJJ,2026-01-15,75,0,0.0,116,93.27
B0DDCGMXH2,2026-01-15,1,0,0.0,1,100.0
B0BF4Z4W1F,2026-01-15,3,0,0.0,5,100.0
B0FHHX6LBM,2026-01-15,5,0,0.0,5,100.0
B09BFDR5TH,2026-01-15,22,1,15047.0,33,96.67
B0FMNTTG5B,2026-01-15,26,1,1495.0,36,100.0
B0CZLJR5MD,2026-01-15,1,0,0.0,1,100.0
B09XBNLXW7,2026-01-15,290,12,17145.0,363,100.0
B09XFLVCHN,2026-01-15,159,0,0.0,203,95.88
B0CW9S9W8F,2026-01-15,14,0,0.0,16,100.0
B0D58NBSN9,2026-01-15,1562,1,28699.0,2015,98.25
B07NLFVP6H,2026-01-15,43,0,0.0,49,100.0
B07JN4C3NB,2026-01-15,125,1,14059.0,159,100.0
B0CWL1WDCJ,2026-01-15,11,0,0.0,14,100.0
B0BB7KCGYN,2026-01-15,82,1,12615.0,95,97.83
B0G3C233F8,2026-01-15,54,2,31998.0,71,96.92
B0CWL2NG34,2026-01-15,21,3,1482.0,29,100.0
B096RZRMR5,2026-01-15,1,0,0.0,1,100.0
B0DVGNY2GM,2026-01-15,13,1,980.0,20,100.0
B0D5ZRKL99,2026-01-15,4,0,0.0,6,83.33
B0CWCYSCT4,2026-01-15,7,0,0.0,9,100.0
B0G7JS5WXQ,2026-01-15,11,0,0.0,11,100.0
B0DDCQSXCM,2026-01-15,20,0,0.0,25,100.0
B0FCMD3F6P,2026-01-15,53,2,3892.0,65,100.0
B0FSSV6QB5,2026-01-15,8,0,0.0,10,100.0
B0FR3CDSVC,2026-01-15,42,0,0.0,49,100.0
B0CWD1RQCT,2026-01-15,6,1,1250.0,7,100.0
B0CWCXHXWW,2026-01-15,16,0,0.0,22,100.0
B0G254P8PK,2026-01-15,11,0,0.0,14,92.86
B09XF52Y5P,2026-01-15,163,3,8877.0,208,100.0
B0CTTMRFJW,2026-01-15,2,0,0.0,2,100.0
B09XFL84G4,2026-01-15,84,0,0.0,100,96.91
B0D58MHQXQ,2026-01-15,31,0,0.0,43,97.56
B0CRS3Z2B7,2026-01-15,13,0,0.0,14,100.0
B0BQBSYDTZ,2026-01-15,1,0,0.0,2,100.0
B0DDCGMBBJ,2026-01-15,3,0,0.0,4,100.0
B09XF8H7BK,2026-01-15,34,0,0.0,48,100.0
B0BB75FZXB,2026-01-15,0,0,0.0,0,0.0
B0BB7575JC,2026-01-15,83,0,0.0,105,98.94
B08KTCGSQW,2026-01-15,85,0,0.0,116,90.74
B07NLFV79S,2026-01-15,15,0,0.0,18,100.0
B0D58N3MS1,2026-01-15,78,0,0.0,83,95.18
B0G253GWFF,2026-01-15,15,0,0.0,15,100.0
B0DDCG2SLN,2026-01-15,1,0,0.0,1,100.0
B09XGPZKTZ,2026-01-15,284,1,14239.0,377,98.32
B09XGPHT52,2026-01-15,34,0,0.0,37,100.0
B0F2SWXPMT,2026-01-15,48,0,0.0,63,89.83
B09XGK6Q4L,2026-01-15,950,0,0.0,1214,96.84
B09XGGFP7W,2026-01-15,63,0,0.0,76,100.0
B0DVGDKPSL,2026-01-15,2,0,0.0,3,100.0
B0G3CTX1NC,2026-01-15,55,0,0.0,62,98.31
B0G3D21NYY,2026-01-15,372,0,0.0,422,96.78
B0CWS1WR2F,2026-01-15,4,0,0.0,5,100.0
B0G3CLHBKX,2026-01-15,22,0,0.0,34,93.75
B0FR9CYKW6,2026-01-15,1,0,0.0,1,100.0
B0DDCF85LC,2026-01-15,1,0,0.0,1,100.0
B0FN9PWY8K,2026-01-15,118,0,0.0,138,95.52
B0B3S2KKWB,2026-01-15,2,0,0.0,2,100.0
B0G2599S6F,2026-01-15,108,0,0.0,114,96.43
B08R8DC5BB,2026-01-15,1,0,0.0,2,0.0
B0FHF2DKQZ,2026-01-15,2058,9,38392.0,2781,100.0
B0D58NNHGR,2026-01-15,28,0,0.0,33,100.0
B0DDCDXR8J,2026-01-15,1,0,0.0,1,100.0
B0G3BY1NZH,2026-01-15,228,0,0.0,259,98.37
B0DDCFW2KR,2026-01-15,1,0,0.0,1,100.0
B0B3S1LPCV,2026-01-15,2,0,0.0,5,100.0
B0G3C633Q4,2026-01-15,51,0,0.0,56,70.59
B0FN98C2P3,2026-01-15,32,0,0.0,33,100.0
B0CWCRHS4B,2026-01-15,15,0,0.0,17,100.0
B09XF5SRRD,2026-01-15,71,0,0.0,105,91.01
B0FMNM4TKZ,2026-01-15,23,0,0.0,28,100.0
B0BMPSBSDZ,2026-01-15,54,2,4742.0,67,100.0
B09XGQN59S,2026-01-15,39,0,0.0,42,100.0
B0CTTR1X6D,2026-01-15,2,0,0.0,2,100.0
B0FHF65C2R,2026-01-15,842,4,23996.0,1113,100.0
B0G71BGCB3,2026-01-15,29,0,0.0,37,100.0
B08V53Z18N,2026-01-15,48,0,0.0,59,100.0
B09XGFNYTZ,2026-01-15,66,0,0.0,73,94.37
B0BB74H71K,2026-01-15,17,0,0.0,19,15.79
B0G3CC4M7Y,2026-01-15,79,1,16499.0,100,96.84
B0CTTH6KD5,2026-01-15,4,0,0.0,4,100.0
B0BQBPPMF6,2026-01-15,5,0,0.0,5,100.0
B0C2ZNYG6Y,2026-01-15,19,0,0.0,19,94.74
B09XGNVVYK,2026-01-15,133,0,0.0,152,95.89
B08KT1QRHJ,2026-01-15,179,9,8559.0,253,100.0
B0DGTCXZ9M,2026-01-15,1,0,0.0,1,0.0
B0732W7MRK,2026-01-15,15,0,0.0,31,96.3
B09XGJ93PQ,2026-01-15,214,0,0.0,252,94.63
B07Y36RJJ2,2026-01-15,13,0,0.0,17,100.0
B0DGSY36ST,2026-01-15,8,0,0.0,8,62.5
B0FR3G84GM,2026-01-15,31,1,2286.0,41,100.0
B0732XD4WD,2026-01-15,157,0,0.0,169,92.73
B0FMNPTF51,2026-01-15,16,0,0.0,19,100.0
B0F1Y416FR,2026-01-15,152,2,2238.0,199,100.0
B09XGPK5MG,2026-01-15,66,0,0.0,78,87.5
B0CWD2H1KB,2026-01-15,2,0,0.0,2,100.0
B07MBSJ553,2026-01-15,83,1,13679.0,109,97.09
B0DDCFJSSL,2026-01-15,2,0,0.0,2,100.0
B0CWCXX755,2026-01-15,2,0,0.0,2,100.0
B0F6YF183J,2026-01-15,41,0,0.0,48,97.73
B0FGJPP799,2026-01-15,9,0,0.0,12,81.82
B0CZLKX7TF,2026-01-15,1,0,0.0,1,100.0
B0DDCFTRY3,2026-01-15,8,0,0.0,10,100.0
B0DDCG59NJ,2026-01-15,3,0,0.0,4,100.0
B0D58MYX7J,2026-01-15,102,0,0.0,123,100.0
B0822XQZVK,2026-01-15,3,0,0.0,4,100.0
B0822WJWGS,2026-01-15,25,0,0.0,30,100.0
B08V53S7J5,2026-01-15,61,3,6237.0,81,97.06
B0D58LLWFN,2026-01-15,142,0,0.0,209,99.48
B0CRS2ZQV5,2026-01-15,21,0,0.0,27,100.0
B0BF4ZF9PC,2026-01-15,15,0,0.0,16,93.75
B096RWZKMC,2026-01-15,29,3,10347.0,41,97.37
B0DVH2MHQM,2026-01-15,9,1,890.0,13,100.0
B0G7J4C6NX,2026-01-15,53,0,0.0,55,92.73
B0CWL9Y811,2026-01-15,21,1,449.0,28,100.0
B0732Y4N38,2026-01-15,69,0,0.0,87,89.47
B0DGQMWT3D,2026-01-15,2,0,0.0,2,100.0
B0CW6CF8CS,2026-01-15,21,0,0.0,31,90.0
B09XGN7MMK,2026-01-15,167,0,0.0,219,97.5
B0DDCG62DZ,2026-01-15,4,1,0.0,5,100.0
B0F2TJBCTR,2026-01-15,8,0,0.0,9,100.0
B0CWLB755Y,2026-01-15,9,0,0.0,10,100.0
B0CWL5BWP4,2026-01-15,7,0,0.0,8,100.0
B0CWL52SCG,2026-01-15,55,0,0.0,76,100.0
B09XLTHD35,2026-01-15,10,0,0.0,14,100.0
B0822WWZRV,2026-01-15,43,1,980.0,60,100.0
B0DDCN7MWS,2026-01-15,16,0,0.0,16,100.0
B0D58NNZM6,2026-01-15,27,0,0.0,27,96.15
B07PYHX5P7,2026-01-15,18,0,0.0,18,87.5
B0CW6B5XD2,2026-01-15,24,0,0.0,27,96.15
B0DDCHY2FW,2026-01-15,22,0,0.0,25,100.0
B0822SXQGH,2026-01-15,946,24,31356.0,1296,99.75
B0G3CMKQHX,2026-01-15,19,0,0.0,21,95.24
B09BFC4KSB,2026-01-15,40,1,17935.0,46,95.12
B09XLSN95V,2026-01-15,1,0,0.0,1,100.0
B0DDCH9DJK,2026-01-15,34,0,0.0,35,96.97
B0FSTDKK48,2026-01-15,20,1,2442.0,26,100.0
B0FSTCNH49,2026-01-15,12,0,0.0,22,100.0
B09BFCFQ9G,2026-01-15,69,0,0.0,81,90.54
B07MHZTP8Q,2026-01-15,92,0,0.0,137,96.83
B0FN9PVK2B,2026-01-15,46,0,0.0,47,97.87
B0G7JNQ78N,2026-01-15,24,0,0.0,26,96.0
B09XGKPDL1,2026-01-15,23,0,0.0,24,86.36
B09XGF9LKQ,2026-01-15,59,1,14819.0,71,92.54
B0DDCQVPLC,2026-01-15,14,0,0.0,19,94.74
B0CTTKFFPL,2026-01-15,1,0,0.0,1,100.0
B0DVGXVF8N,2026-01-15,2,0,0.0,2,100.0
B0DDCDRB1P,2026-01-15,1,0,0.0,1,100.0
B0F2THGKN7,2026-01-15,15,0,0.0,16,73.33
B0822VBPYC,2026-01-15,3,0,0.0,5,100.0
B0CTTMM1S1,2026-01-15,4,0,0.0,5,100.0
B09XGGGFCX,2026-01-15,89,0,0.0,103,99.01
B0F6YHLNZJ,2026-01-15,42,0,0.0,46,93.62
B0DVH48RPM,2026-01-15,10,0,0.0,14,100.0
B09XFLDPHV,2026-01-15,277,1,13519.0,327,95.51
B0FHHTNKY1,2026-01-15,5,0,0.0,6,100.0
B0CW9SHX3D,2026-01-15,57,0,0.0,62,100.0
B0CTTKTH24,2026-01-15,2,0,0.0,2,100.0
B08R67YCQG,2026-01-15,60,0,0.0,106,100.0
B0FCMKFPK3,2026-01-15,33,0,0.0,38,100.0
B0CW5YTZTS,2026-01-15,56,0,0.0,67,100.0
B0G25736BD,2026-01-15,16,0,0.0,21,100.0
B0FHHXTLHZ,2026-01-15,7,0,0.0,7,100.0
B0FHHXQX2Q,2026-01-15,11,0,0.0,12,100.0
B0DVH1BPJR,2026-01-15,1,0,0.0,1,100.0
B077Q8RLCP,2026-01-15,26,1,9879.0,46,100.0
B0BF52YR1M,2026-01-15,9,0,0.0,10,100.0
B09XGSHBKJ,2026-01-15,97,1,23399.0,118,98.17
B09XGCTNFC,2026-01-15,46,0,0.0,76,93.24
B0G259Y96C,2026-01-15,106,0,0.0,117,92.17
B0BQBQK9CG,2026-01-15,3,0,0.0,3,100.0
B0G3C251F1,2026-01-15,177,0,0.0,208,97.98
B0FVS4C7Z9,2026-01-15,17,0,0.0,17,94.12
B09XFFBND4,2026-01-15,37,1,2092.0,50,100.0
B0CTTR2MF6,2026-01-15,1,0,0.0,1,100.0
B0FSSV4J2H,2026-01-15,5,0,0.0,7,100.0
B09XFF5LPL,2026-01-15,106,2,2491.0,212,99.44
B0FHHXS6NJ,2026-01-15,12,0,0.0,14,100.0
B08KS2YSFR,2026-01-15,171,10,16706.0,263,98.22
B0F2TKCPX5,2026-01-15,110,0,0.0,128,98.39
B0DDCQN9N4,2026-01-15,14,0,0.0,19,100.0
B0C2ZPK3PK,2026-01-15,9,0,0.0,10,100.0
B0CTTK2QTP,2026-01-15,5,0,0.0,7,100.0
B0C2ZN8YS5,2026-01-15,2,0,0.0,2,100.0
B08R7MX63N,2026-01-15,176,10,17590.0,250,100.0
B09XBMFFZY,2026-01-15,180,3,2547.0,242,100.0
B09XFG77VR,2026-01-15,52,4,11096.0,85,97.37
B0CWL4SRMC,2026-01-15,19,1,494.0,24,100.0
B0G3CTR224,2026-01-15,106,1,12299.0,144,99.27
B0CW6D7Q43,2026-01-15,0,0,0.0,0,0.0
B09XGSBJP8,2026-01-15,9,0,0.0,9,100.0
B0CWLCGJDC,2026-01-15,45,1,495.0,74,100.0
B0D5ZN39RK,2026-01-15,3,0,0.0,3,100.0
B09XFN2QX3,2026-01-15,86,1,15519.0,115,93.27
B0G7HXS2LF,2026-01-15,31,0,0.0,40,100.0
B0FN94LGJM,2026-01-15,69,0,0.0,69,97.1
B0DDCDZZPZ,2026-01-15,12,0,0.0,15,100.0
B0CZLLK187,2026-01-15,3,0,0.0,3,100.0
B0DDCHC3WZ,2026-01-15,29,0,0.0,31,100.0
B0CWS1LB7W,2026-01-15,12,0,0.0,13,100.0
B0DDCHCQPH,2026-01-15,11,0,0.0,12,100.0
B0G71MDVVD,2026-01-15,49,1,8792.0,52,96.0
B078BRGTDM,2026-01-15,586,0,0.0,723,98.66
B0D58LVNHC,2026-01-15,30,0,0.0,33,63.64
B0FCMFFX7M,2026-01-15,37,1,1946.0,50,100.0
B07MHZVDNP,2026-01-15,69,0,0.0,87,91.78
B0DDCF8VJ9,2026-01-15,1,0,0.0,1,100.0
B0G3CQPRB9,2026-01-15,70,0,0.0,85,98.75
B0822VTPQ4,2026-01-15,30,1,800.0,46,100.0
B0G3CC722B,2026-01-15,64,0,0.0,65,96.72
B09XFLCPM3,2026-01-15,103,1,9199.0,128,98.33
B09BFD1ZB3,2026-01-15,24,1,15807.0,33,90.32
B0CWCWRJH6,2026-01-15,4,0,0.0,4,100.0
B0B6CKXX6W,2026-01-15,55,0,0.0,60,100.0
B09XGGGNN9,2026-01-15,123,0,0.0,162,99.36
B0G3CC68LG,2026-01-15,58,0,0.0,70,92.54
B0BB72XRJ6,2026-01-15,20,0,0.0,22,95.45
B0CWL46VZK,2026-01-15,18,0,0.0,23,100.0
B07Y37P1T3,2026-01-15,194,3,6297.3,248,100.0
B0G3CLGZWM,2026-01-15,18,0,0.0,29,100.0
B0G3CFZX69,2026-01-15,54,0,0.0,69,98.51
B0CRS2R6JM,2026-01-15,30,0,0.0,47,100.0
B0FCMF85YC,2026-01-15,24,0,0.0,29,100.0
B0G254DYHG,2026-01-15,22,0,0.0,26,100.0
B0CZLKW78B,2026-01-15,1,0,0.0,1,100.0
B0CW9Q6SQ1,2026-01-15,62,0,0.0,74,100.0
B0G3C2WN23,2026-01-15,40,1,8599.0,63,98.33
B0F2THTPGB,2026-01-15,50,0,0.0,53,98.08
B0DGSZFRJC,2026-01-15,12,0,0.0,13,86.67
B0D58LV9HN,2026-01-15,54,0,0.0,67,100.0
B0CWD26BQM,2026-01-15,16,0,0.0,30,100.0
B0CWCX6MYZ,2026-01-15,1,0,0.0,1,100.0
B09XFCSDC2,2026-01-15,5,0,0.0,6,100.0
B0DGTCVYJZ,2026-01-15,20,0,0.0,26,100.0
B07PVC8NR5,2026-01-15,53,1,11019.0,63,98.28
B0FMNQ5SFR,2026-01-15,16,0,0.0,20,100.0
B09BFBRLLB,2026-01-15,15,0,0.0,15,100.0
B0G3C2TC1J,2026-01-15,42,0,0.0,48,86.67
B077Q9YRMV,2026-01-15,181,0,0.0,202,96.32
B0B3RDY15X,2026-01-15,38,0,0.0,48,100.0
B0DDCJ4YQG,2026-01-15,2,0,0.0,3,100.0
B0G3D48PT8,2026-01-15,25,0,0.0,38,100.0
B0G25656L7,2026-01-15,28,0,0.0,29,89.29
B0G3CJWFJ5,2026-01-15,34,0,0.0,46,92.86
B0F2N7Q9H3,2026-01-15,46,0,0.0,60,100.0
B0D58MHJMG,2026-01-15,57,0,0.0,73,94.29
B0CV17V482,2026-01-15,181,7,6293.0,241,100.0
B0CWD3121X,2026-01-15,3,0,0.0,3,100.0
B0822WG76C,2026-01-15,14,0,0.0,17,100.0
B0822V9JY4,2026-01-15,2,0,0.0,2,100.0
B0DVGFQXHR,2026-01-15,6,0,0.0,6,100.0
B0FSTD5RCR,2026-01-15,7,0,0.0,7,100.0
B0G256HLCB,2026-01-15,12,0,0.0,15,93.33
B0G3C7VW1V,2026-01-15,64,1,6299.0,91,93.33
B09XFMZMQS,2026-01-15,27,0,0.0,30,96.55
B08R8DQ3T4,2026-01-15,33,0,0.0,37,100.0
B0G71QJRXS,2026-01-15,93,1,7602.0,114,88.99
B0F8NDLRLC,2026-01-15,16,0,0.0,21,100.0
B0CWL8DB4C,2026-01-15,17,0,0.0,28,100.0
B09BYVBCRW,2026-01-15,85,0,0.0,102,96.94
B0CWZ95HYR,2026-01-15,11,0,0.0,15,100.0
B08V5B923X,2026-01-15,26,1,1191.0,38,96.55
B0BB7M1GZW,2026-01-15,17,1,19079.0,21,93.75
B0CTTKJZZ1,2026-01-15,1,0,0.0,1,100.0
B0FHHWW2GZ,2026-01-15,8,0,0.0,10,100.0
B0DDCFB9TT,2026-01-15,1,0,0.0,1,100.0
B0BF52YTSD,2026-01-15,7,0,0.0,7,100.0
B0FGJMXXTR,2026-01-15,3,0,0.0,4,100.0
B09XGP87K1,2026-01-15,7,0,0.0,7,83.33
B0CWKZHV5T,2026-01-15,46,0,0.0,60,100.0
B0DGT8T9Q4,2026-01-15,20,0,0.0,37,100.0
B0CWDJGM41,2026-01-15,3,0,0.0,4,100.0
B0CWCZ978Y,2026-01-15,2,0,0.0,2,100.0
B0CZLL24FV,2026-01-15,4,0,0.0,5,100.0
B07PXG7NPX,2026-01-15,67,0,0.0,76,82.86
B09XGNTMB7,2026-01-15,63,0,0.0,74,66.22
B07PW985JH,2026-01-15,5,0,0.0,7,100.0
B0G3CDX1H6,2026-01-15,940,1,11999.0,1077,99.8
B0CW9SGV8H,2026-01-15,50,0,0.0,60,100.0
B09XLS3TTP,2026-01-15,1,0,0.0,1,100.0
B09XFL1H1T,2026-01-15,207,0,0.0,296,98.88
B0G71QBLSG,2026-01-15,32,0,0.0,35,94.29
B0FVS9RRLZ,2026-01-16,8,0,0.0,10,90.0
B09BFCJDVZ,2026-01-16,99,1,7799.0,121,100.0
B0F2TJ7SY4,2026-01-16,74,0,0.0,93,97.59
B0D58N56P9,2026-01-16,79,0,0.0,119,99.07
B09BYWZCXM,2026-01-16,1046,5,9945.99,1279,99.83
B0DDCGSSHD,2026-01-16,5,0,0.0,6,100.0
B09XGRWRST,2026-01-16,1009,7,118189.88,1452,98.55
B0822XLRG1,2026-01-16,13,0,0.0,14,100.0
B07M72KSRM,2026-01-16,355,6,73434.0,524,99.15
B09XFL1FR1,2026-01-16,449,16,233840.0,772,96.66
B0732TMKP8,2026-01-16,190,9,86391.0,342,99.66
B0D58P2PVJ,2026-01-16,48,0,0.0,73,100.0
B0DDCCN3MS,2026-01-16,11,0,0.0,15,100.0
B0CWD8Y3BH,2026-01-16,7,0,0.0,8,100.0
B09BFD48NW,2026-01-16,40,0,0.0,44,92.86
B0G7J4C6P3,2026-01-16,45,0,0.0,59,96.23
B0FR97MMHL,2026-01-16,1,0,0.0,1,100.0
B0DDCD56KV,2026-01-16,14,0,0.0,16,100.0
B0BB7HVLKV,2026-01-16,67,1,10199.0,76,95.71
B0CZLMRNP8,2026-01-16,5,0,0.0,9,100.0
B0DDCDDFGR,2026-01-16,8,1,2252.0,9,100.0
B0CTTLMJJ7,2026-01-16,3,0,0.0,3,100.0
B09XGGGP3H,2026-01-16,92,0,0.0,108,99.06
B0CZLKDPP3,2026-01-16,10,0,0.0,10,100.0
B0D58MW6Z4,2026-01-16,142,6,159114.0,262,97.95
B09XGNVN9N,2026-01-16,422,11,117799.0,642,99.17
B0DDCGB18J,2026-01-16,3,0,0.0,3,100.0
B0C2ZQVLPS,2026-01-16,36,1,2116.0,40,100.0
B0G3CY2MBY,2026-01-16,111,2,18742.0,162,96.64
B0F2TJJVDM,2026-01-16,40,0,0.0,48,10.64
B0DDCG96D3,2026-01-16,2,0,0.0,2,100.0
B0G2569T27,2026-01-16,41,1,8909.0,57,100.0
B0DGSXX8RN,2026-01-16,22,0,0.0,27,95.65
B0822VYH6P,2026-01-16,8,0,0.0,11,100.0
B0CWS28HXY,2026-01-16,43,0,0.0,64,100.0
B09XFMX37N,2026-01-16,402,11,78991.0,619,99.65
B0C33D2QK2,2026-01-16,355,2,4782.0,411,100.0
B077Q9YRMY,2026-01-16,329,9,69111.0,505,99.56
B0DGGK6F5V,2026-01-16,14,0,0.0,15,100.0
B0G3CC2RPN,2026-01-16,113,1,13199.0,145,98.52
B07JM7GQG4,2026-01-16,1521,17,219615.0,2262,98.39
B0FSTJ7FFJ,2026-01-16,4,0,0.0,4,100.0
B09XFKM8V6,2026-01-16,1225,49,638601.98,2318,99.63
B08KTCLX7R,2026-01-16,0,0,0.0,0,0.0
B0822X8LZY,2026-01-16,70,2,1682.0,99,100.0
B0FHHZ7NF7,2026-01-16,16,0,0.0,22,100.0
B09XFRNJCD,2026-01-16,417,18,224514.0,748,99.14
B0DZP8GXDV,2026-01-16,158,3,2994.0,199,95.85
B0DVGX3R99,2026-01-16,15,1,980.0,22,100.0
B0DDC9Z2KP,2026-01-16,2,0,0.0,2,100.0
B09XGCSRXY,2026-01-16,2501,56,839287.82,4152,99.01
B0G255BCC2,2026-01-16,52,2,11986.0,89,98.8
B0F1937F9V,2026-01-16,29,1,1742.0,38,100.0
B0DDCPDLV5,2026-01-16,33,1,849.0,45,100.0
B0CTTL72LC,2026-01-16,1,0,0.0,1,100.0
B0FMNWZFQ9,2026-01-16,110,1,1399.0,127,100.0
B0CZLKVPFP,2026-01-16,6,0,0.0,6,100.0
B0BX6PXMT9,2026-01-16,27,0,0.0,32,100.0
B0822XBCF1,2026-01-16,10,1,756.0,20,100.0
B0DDCG1YBN,2026-01-16,30,1,2879.0,32,100.0
B0BX6R58GZ,2026-01-16,15,0,0.0,18,100.0
B0G25BHBT6,2026-01-16,95,3,24981.0,162,100.0
B0DDCCT25F,2026-01-16,27,1,2879.0,34,100.0
B09XGGZVSB,2026-01-16,176,5,37480.0,278,100.0
B0G3CJ2V8N,2026-01-16,124,2,16498.0,168,94.84
B0FMP5Y17Y,2026-01-16,9,1,1749.0,17,100.0
B0CWD4B59K,2026-01-16,46,0,0.0,54,100.0
B0822W49Z9,2026-01-16,15,0,0.0,17,100.0
B09XGDZQPC,2026-01-16,921,19,232199.0,1603,99.6
B0822W6ZCG,2026-01-16,49,7,6482.0,79,100.0
B0784G85Q4,2026-01-16,128,0,0.0,151,100.0
B0BZVR2WCP,2026-01-16,95,0,0.0,118,100.0
B0G3CGLG2W,2026-01-16,26,0,0.0,33,100.0
B0G722YTNC,2026-01-16,150,0,0.0,166,13.38
B0CWL313ZC,2026-01-16,298,4,2205.0,376,100.0
B0FR3G42B3,2026-01-16,56,1,1691.0,70,100.0
B0D58N5B2F,2026-01-16,261,9,195764.62,456,99.52
B0G7JSR2H8,2026-01-16,76,2,16498.0,126,94.12
B0CWCVD3Z8,2026-01-16,13,0,0.0,16,100.0
B09XFMGSKV,2026-01-16,296,12,171250.97,523,92.56
B0G256TW3Q,2026-01-16,47,1,5411.0,64,98.39
B0DDCGHMXP,2026-01-16,4,0,0.0,5,100.0
B0732WFNVL,2026-01-16,252,9,87471.0,434,99.48
B0D58MVX6P,2026-01-16,70,0,0.0,96,100.0
B0G3C92JXT,2026-01-16,165,0,0.0,234,94.86
B0D58M16NS,2026-01-16,27,1,23799.0,45,97.67
B0DGT8T99C,2026-01-16,4,0,0.0,4,100.0
B0FLF9PR8K,2026-01-16,24,2,3498.0,34,100.0
B0BM9RZ1DT,2026-01-16,175,3,9573.0,234,97.64
B09BFC77HD,2026-01-16,27,0,0.0,33,100.0
B09XGCYCSY,2026-01-16,122,3,44847.0,192,98.26
B0F2TGN1KQ,2026-01-16,564,3,32397.0,719,97.55
B09BFC81R8,2026-01-16,225,7,102893.0,360,99.09
B0F2TGCPMR,2026-01-16,60,3,36717.0,102,100.0
B0CZLJSYJQ,2026-01-16,4,0,0.0,4,100.0
B09SB37CRT,2026-01-16,37,1,4391.0,39,97.44
B0CW69SKSD,2026-01-16,37,1,467.0,43,100.0
B077QJVWBR,2026-01-16,338,9,97191.0,575,99.44
B0DDCHGB74,2026-01-16,1,0,0.0,1,100.0
B09XGTCS7M,2026-01-16,48,1,16899.0,79,95.52
B0732TFNYC,2026-01-16,278,6,65514.0,404,98.39
B0CW6CS7BX,2026-01-16,66,0,0.0,74,100.0
B0FR3JL1BS,2026-01-16,918,0,0.0,1096,99.9
B0FSTF72CC,2026-01-16,14,0,0.0,24,100.0
B0G3BY4SK8,2026-01-16,167,4,39596.0,241,98.24
B0CRS31GSK,2026-01-16,158,1,5199.0,204,100.0
B0CJ9G9XVQ,2026-01-16,48,0,0.0,57,100.0
