asin,date,sessions,units ordered,ordered product sales,page views,buy box percentage
B0FVS9RRLZ,2026-01-01,4,0,0.0,4,100.0
B0D58N56P9,2026-01-01,23,0,0.0,27,92.31
B09BYWZCXM,2026-01-01,374,4,7960.0,475,100.0
B0DDCGSSHD,2026-01-01,5,0,0.0,7,100.0
B0DDCDCCZG,2026-01-01,1,0,0.0,1,100.0
B09XGRWRST,2026-01-01,128,0,0.0,157,99.31
B0822XLRG1,2026-01-01,6,0,0.0,7,100.0
B07M72KSRM,2026-01-01,160,2,28558.0,210,100.0
B09XFL1FR1,2026-01-01,144,0,0.0,195,98.94
B0732TMKP8,2026-01-01,82,0,0.0,133,96.55
B0D58P2PVJ,2026-01-01,20,0,0.0,21,100.0
B0DDCCN3MS,2026-01-01,5,1,2549.0,5,100.0
B0CWD8Y3BH,2026-01-01,15,0,0.0,19,100.0
B0G7J4C6P3,2026-01-01,126,0,0.0,199,97.28
B0DDCD56KV,2026-01-01,6,0,0.0,8,100.0
B0F2THYW5S,2026-01-01,64,1,15639.0,82,98.68
B0DDCDDFGR,2026-01-01,2,1,2252.0,2,100.0
B0CWZ8YQJM,2026-01-01,14,0,0.0,17,94.12
B0CTTLMJJ7,2026-01-01,10,0,0.0,12,100.0
B09XGGGP3H,2026-01-01,16,0,0.0,21,95.24
B0CZLKDPP3,2026-01-01,8,0,0.0,9,100.0
B09XGNVN9N,2026-01-01,116,2,25738.0,157,99.34
B0DDCGB18J,2026-01-01,1,0,0.0,1,100.0
B0C2ZQVLPS,2026-01-01,12,1,2116.0,24,100.0
B0F2TJJVDM,2026-01-01,5,0,0.0,6,100.0
B0G2569T27,2026-01-01,20,0,0.0,25,95.24
B0DGSXX8RN,2026-01-01,18,0,0.0,25,100.0
B0822VYH6P,2026-01-01,3,0,0.0,4,100.0
B0CWS28HXY,2026-01-01,15,0,0.0,20,100.0
B09XFMX37N,2026-01-01,326,0,0.0,406,99.74
B0C33D2QK2,2026-01-01,42,0,0.0,47,100.0
B077Q9YRMY,2026-01-01,155,2,17406.0,189,99.44
B09XGPQKRQ,2026-01-01,11,0,0.0,11,72.73
B07JM7GQG4,2026-01-01,237,2,30526.0,350,99.01
B0FSTJ7FFJ,2026-01-01,13,0,0.0,18,100.0
B09XFKM8V6,2026-01-01,426,2,33118.0,561,99.04
B08KTCLX7R,2026-01-01,171,1,1597.0,218,100.0
B0822X8LZY,2026-01-01,10,1,890.0,27,100.0
B0FHHZ7NF7,2026-01-01,15,0,0.0,15,100.0
B09XFRNJCD,2026-01-01,122,2,31678.0,193,98.28
B0DZP8GXDV,2026-01-01,82,3,2772.0,97,82.42
B0DVGX3R99,2026-01-01,4,1,980.0,4,100.0
B09XGCSRXY,2026-01-01,345,5,92159.0,507,98.51
B0G255BCC2,2026-01-01,32,2,13984.0,38,100.0
B0F1937F9V,2026-01-01,9,2,3734.0,15,100.0
B0DDCPDLV5,2026-01-01,8,1,899.0,8,100.0
B0CTTL72LC,2026-01-01,2,1,1691.0,2,100.0
B0FMNWZFQ9,2026-01-01,27,0,0.0,32,100.0
B0BX6PXMT9,2026-01-01,12,0,0.0,14,100.0
B0822XBCF1,2026-01-01,4,1,800.0,5,100.0
B0BX6R58GZ,2026-01-01,6,0,0.0,7,100.0
B0G25BHBT6,2026-01-01,1,0,0.0,1,0.0
B0DDCCT25F,2026-01-01,23,0,0.0,26,88.0
B09XGGZVSB,2026-01-01,48,1,9281.0,59,90.74
B0FMP5Y17Y,2026-01-01,6,1,1749.0,10,100.0
B0CWD4B59K,2026-01-01,22,0,0.0,25,100.0
B0822W49Z9,2026-01-01,9,0,0.0,13,100.0
B09XGDZQPC,2026-01-01,278,3,45781.0,421,97.7
B0822W6ZCG,2026-01-01,24,0,0.0,39,100.0
B0784G85Q4,2026-01-01,16,0,0.0,21,100.0
B0BZVR2WCP,2026-01-01,96,0,0.0,120,100.0
B0D58LWV2B,2026-01-01,20,0,0.0,26,100.0
B0G722YTNC,2026-01-01,25,0,0.0,32,100.0
B0CWL313ZC,2026-01-01,122,6,3504.0,169,98.69
B0FR3G42B3,2026-01-01,20,0,0.0,24,100.0
B0D58N5B2F,2026-01-01,61,0,0.0,71,96.83
B0G7JSR2H8,2026-01-01,22,0,0.0,33,93.55
B0CWCVD3Z8,2026-01-01,5,0,0.0,5,100.0
B09XFMGSKV,2026-01-01,91,1,18159.0,125,87.29
B0DDCGHMXP,2026-01-01,2,0,0.0,2,100.0
B0732WFNVL,2026-01-01,123,4,46652.0,158,97.83
B0D58MVX6P,2026-01-01,20,0,0.0,26,100.0
B0D58M16NS,2026-01-01,9,0,0.0,12,100.0
B0FLF9PR8K,2026-01-01,25,3,5247.0,36,100.0
B0BM9RZ1DT,2026-01-01,119,0,0.0,145,97.79
B09XGCYCSY,2026-01-01,33,0,0.0,43,100.0
B0F2TGN1KQ,2026-01-01,79,1,12599.0,99,92.78
B09BFC81R8,2026-01-01,46,1,16659.0,70,100.0
B09SB37CRT,2026-01-01,24,0,0.0,24,100.0
B077QJVWBR,2026-01-01,100,1,12239.0,135,100.0
B09XGTCS7M,2026-01-01,10,0,0.0,11,88.89
B0732TFNYC,2026-01-01,68,2,24750.0,96,97.73
B0FR3JL1BS,2026-01-01,25,0,0.0,27,95.45
B0DGQM3RN6,2026-01-01,3,0,0.0,3,100.0
B0G3BY4SK8,2026-01-01,102,0,0.0,136,98.36
B0C857R73C,2026-01-01,86,0,0.0,113,98.15
B0CRS31GSK,2026-01-01,60,0,0.0,69,100.0
B0FR3D67NG,2026-01-01,1,0,0.0,1,100.0
B0CJ9G9XVQ,2026-01-01,23,1,998.0,40,100.0
B09XF967YW,2026-01-01,161,1,1943.0,190,99.44
B09XGPJ4CK,2026-01-01,25,1,20279.0,29,96.43
B0BMPJ95X7,2026-01-01,32,0,0.0,40,100.0
B09XFLYZ66,2026-01-01,108,1,10841.0,148,97.12
B0FSSV6NDR,2026-01-01,70,0,0.0,100,100.0
B0FHHWGGVS,2026-01-01,6,0,0.0,6,100.0
B0G7HSDJXL,2026-01-01,12,1,6299.0,17,100.0
B0G2565L5B,2026-01-01,13,0,0.0,15,92.86
B0CZLL57NF,2026-01-01,3,1,1181.0,4,100.0
B0CW9QFGB8,2026-01-01,51,0,0.0,59,100.0
B08R8GN8KH,2026-01-01,30,1,2999.0,38,100.0
B0D58MC92Q,2026-01-01,18,0,0.0,26,95.24
B0D58MHD11,2026-01-01,32,0,0.0,37,100.0
B0B3RD254F,2026-01-01,53,0,0.0,63,100.0
B0G3CNC7P5,2026-01-01,67,1,13699.0,79,97.4
B0CRHS55FC,2026-01-01,76,2,2386.0,100,96.59
B0822V9JY7,2026-01-01,3,0,0.0,3,100.0
B0G7JCBDJJ,2026-01-01,42,0,0.0,72,93.75
B0DDCGMXH2,2026-01-01,2,1,2252.0,2,100.0
B0BF4Z4W1F,2026-01-01,8,0,0.0,9,100.0
B0FHHX6LBM,2026-01-01,21,0,0.0,28,100.0
B09BFDR5TH,2026-01-01,62,0,0.0,83,97.5
B0FMNTTG5B,2026-01-01,17,0,0.0,22,100.0
B09XBNLXW7,2026-01-01,206,16,15984.0,266,100.0
B09XFLVCHN,2026-01-01,88,1,15999.0,125,96.69
B0D58NBSN9,2026-01-01,164,1,26249.0,234,99.54
B07NLFVP6H,2026-01-01,23,0,0.0,29,100.0
B07JN4C3NB,2026-01-01,105,1,13319.0,167,100.0
B0G3C233F8,2026-01-01,49,0,0.0,79,94.37
B0CWL2NG34,2026-01-01,11,0,0.0,12,91.67
B0DVGNY2GM,2026-01-01,15,3,2940.0,19,100.0
B0CWCYSCT4,2026-01-01,8,0,0.0,11,100.0
B0G7JS5WXQ,2026-01-01,16,0,0.0,19,94.12
B0DDCQSXCM,2026-01-01,15,0,0.0,18,94.12
B0FCMD3F6P,2026-01-01,36,0,0.0,47,100.0
B0FR3CDSVC,2026-01-01,20,0,0.0,23,100.0
B0CWD1RQCT,2026-01-01,12,1,1250.0,16,100.0
B0CWCXHXWW,2026-01-01,5,0,0.0,6,100.0
B0G254P8PK,2026-01-01,6,0,0.0,10,100.0
B09XF52Y5P,2026-01-01,103,1,2774.0,128,84.4
B09XFL84G4,2026-01-01,64,0,0.0,80,87.5
B0CRS3Z2B7,2026-01-01,25,0,0.0,30,100.0
B0BQBSYDTZ,2026-01-01,2,0,0.0,2,100.0
B09XF8H7BK,2026-01-01,74,4,14556.0,79,100.0
B08KTCGSQW,2026-01-01,98,1,1991.0,127,88.33
B0D58N3MS1,2026-01-01,34,0,0.0,35,100.0
B0G253GWFF,2026-01-01,20,0,0.0,27,100.0
B0DDCNGK8X,2026-01-01,20,0,0.0,25,96.0
B09XGPZKTZ,2026-01-01,214,4,52280.0,337,96.44
B09XGPHT52,2026-01-01,25,0,0.0,27,100.0
B0F2SWXPMT,2026-01-01,49,1,2200.65,77,79.41
B09XGK6Q4L,2026-01-01,232,2,27198.0,304,99.28
B09XGGFP7W,2026-01-01,29,1,11359.0,41,97.37
B0DVGDKPSL,2026-01-01,4,0,0.0,5,100.0
B0G3CTX1NC,2026-01-01,49,0,0.0,62,95.0
B0G3D21NYY,2026-01-01,144,1,16499.0,207,97.83
B0CWS1WR2F,2026-01-01,3,0,0.0,4,100.0
B0B3S2KKWB,2026-01-01,1,0,0.0,1,100.0
B0G2599S6F,2026-01-01,46,0,0.0,58,96.43
B08R8DC5BB,2026-01-01,387,12,28848.0,483,100.0
B0FHF2DKQZ,2026-01-01,1004,1,4799.0,1385,100.0
B0D58NNHGR,2026-01-01,26,0,0.0,32,100.0
B0DDCDXR8J,2026-01-01,2,0,0.0,2,100.0
B0G3BY1NZH,2026-01-01,109,0,0.0,155,98.62
B0DDCFW2KR,2026-01-01,1,0,0.0,1,100.0
B0B3S1LPCV,2026-01-01,6,0,0.0,7,100.0
B0DDCN42RW,2026-01-01,14,3,2427.0,21,95.24
B09XFLZYZ6,2026-01-01,4,0,0.0,7,100.0
B0FN98C2P3,2026-01-01,8,0,0.0,10,100.0
B0CWCRHS4B,2026-01-01,9,0,0.0,9,100.0
B09XF5SRRD,2026-01-01,70,2,3098.0,80,93.24
B0FMNM4TKZ,2026-01-01,30,0,0.0,35,100.0
B0BMPSBSDZ,2026-01-01,70,0,0.0,91,100.0
B09XGQN59S,2026-01-01,15,0,0.0,17,94.12
B0CTTR1X6D,2026-01-01,4,0,0.0,4,100.0
B0FHF65C2R,2026-01-01,381,0,0.0,541,100.0
B0G71BGCB3,2026-01-01,58,0,0.0,84,17.28
B08V53Z18N,2026-01-01,43,2,7678.0,64,100.0
B09XGFNYTZ,2026-01-01,16,0,0.0,19,94.74
B0BB74H71K,2026-01-01,13,0,0.0,14,30.77
B0CTTH6KD5,2026-01-01,4,1,1861.0,4,100.0
B0BQBPPMF6,2026-01-01,1,0,0.0,1,0.0
B0C2ZNYG6Y,2026-01-01,8,0,0.0,9,100.0
B09XGNVVYK,2026-01-01,80,0,0.0,104,100.0
B08KT1QRHJ,2026-01-01,185,7,6303.0,296,99.21
B0732W7MRK,2026-01-01,17,0,0.0,18,100.0
B0CZLK77F6,2026-01-01,4,0,0.0,7,100.0
B09XGJ93PQ,2026-01-01,144,1,10399.0,178,100.0
B0DGSY36ST,2026-01-01,11,0,0.0,13,85.71
B0FR3G84GM,2026-01-01,22,0,0.0,29,100.0
B0FMNPTF51,2026-01-01,12,0,0.0,12,100.0
B0F1Y416FR,2026-01-01,127,7,6553.0,177,98.74
B09XGPK5MG,2026-01-01,25,0,0.0,30,92.59
B0CWD2H1KB,2026-01-01,3,0,0.0,3,100.0
B0FST5V996,2026-01-01,41,0,0.0,60,100.0
B0DDCQ2TSK,2026-01-01,10,0,0.0,11,100.0
B09XGX5FZX,2026-01-01,28,0,0.0,39,96.55
B07MBSJ553,2026-01-01,61,0,0.0,135,100.0
B0DDCFJSSL,2026-01-01,2,0,0.0,3,100.0
B0CWCXX755,2026-01-01,1,0,0.0,1,100.0
B0F6YF183J,2026-01-01,22,0,0.0,25,100.0
B0B3S433D8,2026-01-01,2,0,0.0,4,100.0
B0FGJPP799,2026-01-01,3,0,0.0,3,100.0
B0DDCFTRY3,2026-01-01,15,0,0.0,15,100.0
B0CZLL1HCJ,2026-01-01,6,0,0.0,6,100.0
B0DDCPS7V2,2026-01-01,7,2,1798.0,9,87.5
B0DDCG59NJ,2026-01-01,2,0,0.0,2,100.0
B0D58MYX7J,2026-01-01,54,0,0.0,66,100.0
B0822XQZVK,2026-01-01,1,0,0.0,1,100.0
B0822WJWGS,2026-01-01,27,1,890.0,39,100.0
B08V53S7J5,2026-01-01,20,0,0.0,24,90.0
B0D58LLWFN,2026-01-01,137,0,0.0,170,99.34
B0BF4ZF9PC,2026-01-01,3,0,0.0,3,100.0
B0DVH2MHQM,2026-01-01,5,0,0.0,11,100.0
B0G7J4C6NX,2026-01-01,145,2,15398.0,220,97.58
B0CWL9Y811,2026-01-01,33,3,1347.0,42,100.0
B0732Y4N38,2026-01-01,63,0,0.0,75,98.59
B09XGN7MMK,2026-01-01,127,3,38277.0,157,98.62
B0CWLB755Y,2026-01-01,14,3,1647.0,20,100.0
B0CWL5BWP4,2026-01-01,1,0,0.0,1,100.0
B0CWL52SCG,2026-01-01,49,5,2580.0,71,100.0
B09XLTHD35,2026-01-01,8,0,0.0,9,100.0
B0822WWZRV,2026-01-01,44,6,5772.0,60,100.0
B0DDCFLJYN,2026-01-01,3,0,0.0,3,100.0
B0DDCN7MWS,2026-01-01,12,1,719.0,14,100.0
B07PYHX5P7,2026-01-01,16,0,0.0,24,94.44
B0DDCHY2FW,2026-01-01,21,0,0.0,22,100.0
B0822SXQGH,2026-01-01,632,21,24915.0,930,99.76
B09XLSN95V,2026-01-01,1,0,0.0,1,100.0
B0DDCH9DJK,2026-01-01,19,0,0.0,19,100.0
B0FSTCNH49,2026-01-01,51,2,3484.0,81,100.0
B0CWZ9CW3G,2026-01-01,6,0,0.0,8,100.0
B09BFCFQ9G,2026-01-01,3,0,0.0,3,100.0
B07MHZTP8Q,2026-01-01,181,2,24498.0,235,97.26
B0FN9PVK2B,2026-01-01,3,0,0.0,3,100.0
B0G7JNQ78N,2026-01-01,74,2,20718.0,89,96.43
B09XGF9LKQ,2026-01-01,34,0,0.0,48,100.0
B0DDCQVPLC,2026-01-01,16,0,0.0,20,73.68
B0CTTKFFPL,2026-01-01,5,1,1861.0,8,100.0
B0DVGXVF8N,2026-01-01,2,0,0.0,2,100.0
B0822VBPYC,2026-01-01,1,0,0.0,1,100.0
B0CTTMM1S1,2026-01-01,5,0,0.0,7,100.0
B09XGGGFCX,2026-01-01,36,0,0.0,42,97.62
B0F6YHLNZJ,2026-01-01,34,0,0.0,57,100.0
B0DVH48RPM,2026-01-01,4,0,0.0,4,100.0
B09XFLDPHV,2026-01-01,192,0,0.0,237,98.16
B0FHHTNKY1,2026-01-01,6,0,0.0,7,100.0
B0CW9SHX3D,2026-01-01,45,2,3552.0,49,100.0
B0CTTKTH24,2026-01-01,2,0,0.0,2,100.0
B08R67YCQG,2026-01-01,44,1,2116.0,55,100.0
B0FCMKFPK3,2026-01-01,21,0,0.0,23,100.0
B0G25736BD,2026-01-01,31,0,0.0,38,100.0
B0FHHXTLHZ,2026-01-01,6,0,0.0,8,100.0
B0FHHXQX2Q,2026-01-01,10,3,23202.0,26,100.0
B0DVH1BPJR,2026-01-01,1,0,0.0,1,100.0
B077Q8RLCP,2026-01-01,29,0,0.0,36,84.85
B0BF52YR1M,2026-01-01,6,0,0.0,7,100.0
B09XGSHBKJ,2026-01-01,75,1,23399.0,98,100.0
B09XGCTNFC,2026-01-01,31,0,0.0,41,82.86
B0F2TGBG5V,2026-01-01,0,0,0.0,0,0.0
B0BQBQK9CG,2026-01-01,1,0,0.0,1,100.0
B0G3C251F1,2026-01-01,109,0,0.0,165,96.82
B0FVS4C7Z9,2026-01-01,5,0,0.0,5,80.0
B09XFFBND4,2026-01-01,52,0,0.0,73,97.18
B0CTTR2MF6,2026-01-01,4,0,0.0,7,100.0
B08R68DVBT,2026-01-01,25,1,1597.0,33,100.0
B09XFF5LPL,2026-01-01,149,4,5175.0,233,99.5
B0FHHXS6NJ,2026-01-01,13,1,4504.0,23,100.0
B08KS2YSFR,2026-01-01,130,15,23867.0,215,100.0
B0F2TKCPX5,2026-01-01,57,1,15639.0,77,97.22
B0DDCQN9N4,2026-01-01,12,0,0.0,16,93.75
B0C2ZPK3PK,2026-01-01,10,0,0.0,10,100.0
B0C2ZN8YS5,2026-01-01,6,0,0.0,10,100.0
B08R7MX63N,2026-01-01,136,17,28033.0,202,99.45
B09XBMFFZY,2026-01-01,164,5,3495.0,229,100.0
B09XFG77VR,2026-01-01,38,3,7767.0,78,95.24
B0CWL4SRMC,2026-01-01,50,2,988.0,70,100.0
B0G3CTR224,2026-01-01,55,1,12299.0,80,97.22
B09XGSBJP8,2026-01-01,9,0,0.0,10,100.0
B0CWLCGJDC,2026-01-01,48,5,2444.0,64,98.31
B09XFN2QX3,2026-01-01,61,0,0.0,85,73.08
B0G7HXS2LF,2026-01-01,19,1,9659.0,36,100.0
B0FN94LGJM,2026-01-01,24,0,0.0,29,92.86
B0DDCDZZPZ,2026-01-01,10,0,0.0,10,100.0
B0CZLLK187,2026-01-01,3,0,0.0,3,100.0
B0DDCHC3WZ,2026-01-01,28,0,0.0,34,81.25
B0CWS1LB7W,2026-01-01,3,0,0.0,3,100.0
B0DDCHCQPH,2026-01-01,40,1,2294.0,43,97.62
B0G71MDVVD,2026-01-01,23,0,0.0,26,96.0
B078BRGTDM,2026-01-01,409,1,7903.0,515,99.38
B0D58LVNHC,2026-01-01,17,0,0.0,21,94.74
B0FCMFFX7M,2026-01-01,22,0,0.0,23,100.0
B07MHZVDNP,2026-01-01,47,1,15883.0,69,100.0
B0DDCF8VJ9,2026-01-01,2,0,0.0,2,100.0
B0G3CQPRB9,2026-01-01,65,1,14499.0,88,98.78
B0822VTPQ4,2026-01-01,12,4,3156.0,20,100.0
B09XFLCPM3,2026-01-01,73,0,0.0,95,100.0
B09BFD1ZB3,2026-01-01,64,1,15807.0,103,100.0
B0CWCWRJH6,2026-01-01,3,0,0.0,3,100.0
B09XGGGNN9,2026-01-01,54,1,12635.0,76,100.0
B0CWL46VZK,2026-01-01,24,3,1372.0,34,100.0
B07Y37P1T3,2026-01-01,58,3,5397.0,109,98.82
B0CRS2R6JM,2026-01-01,35,0,0.0,50,100.0
B0FCMF85YC,2026-01-01,15,1,1946.0,17,100.0
B0G254DYHG,2026-01-01,14,0,0.0,29,100.0
B0CZLKW78B,2026-01-01,2,0,0.0,2,100.0
B0CW9Q6SQ1,2026-01-01,38,0,0.0,45,100.0
B0D58LV9HN,2026-01-01,55,0,0.0,72,95.38
B09XGM4M96,2026-01-01,53,0,0.0,63,98.28
B0CWD26BQM,2026-01-01,15,0,0.0,16,100.0
B0CWCX6MYZ,2026-01-01,3,0,0.0,3,100.0
B09XFCSDC2,2026-01-01,9,0,0.0,12,83.33
B0DGTCVYJZ,2026-01-01,27,0,0.0,34,100.0
B0DGSYS9NM,2026-01-01,4,0,0.0,5,100.0
B07PVC8NR5,2026-01-01,81,0,0.0,124,100.0
B0FMNQ5SFR,2026-01-01,5,0,0.0,7,100.0
B077Q9YRMV,2026-01-01,131,2,14414.0,162,98.67
B0DDCFQ4KS,2026-01-01,1,0,0.0,1,100.0
B0DDCJB3FV,2026-01-01,2,0,0.0,2,100.0
B0F2N7Q9H3,2026-01-01,59,6,13203.9,106,100.0
B0D58MHJMG,2026-01-01,36,0,0.0,47,97.78
B0CV17V482,2026-01-01,151,6,5344.0,225,99.52
B0CWD3121X,2026-01-01,3,0,0.0,3,100.0
B0DGPYTH8T,2026-01-01,0,0,0.0,0,0.0
B0822WG76C,2026-01-01,23,2,1906.0,38,100.0
B0DVGFQXHR,2026-01-01,5,0,0.0,6,100.0
B0CTTLC916,2026-01-01,1,0,0.0,1,100.0
B0G256HLCB,2026-01-01,25,0,0.0,33,96.97
B09XFMZMQS,2026-01-01,13,0,0.0,14,100.0
B08R8DQ3T4,2026-01-01,14,0,0.0,14,100.0
B0F8NDLRLC,2026-01-01,28,0,0.0,35,100.0
B0CWL8DB4C,2026-01-01,12,1,494.0,15,100.0
B09BYVBCRW,2026-01-01,73,0,0.0,88,98.77
B0CWZ95HYR,2026-01-01,3,0,0.0,4,100.0
B08V5B923X,2026-01-01,28,0,0.0,33,93.33
B0CWZ91BRH,2026-01-01,14,0,0.0,14,92.86
B0FHHWW2GZ,2026-01-01,12,0,0.0,14,100.0
B0DDCFB9TT,2026-01-01,1,0,0.0,1,100.0
B0822WH47T,2026-01-01,9,0,0.0,12,100.0
B0BF52YTSD,2026-01-01,7,0,0.0,13,100.0
B0FGJMXXTR,2026-01-01,1,0,0.0,1,100.0
B09XGP87K1,2026-01-01,11,0,0.0,12,90.91
B0CWKZHV5T,2026-01-01,53,2,1168.0,72,98.46
B0DGT8T9Q4,2026-01-01,11,1,23999.0,13,100.0
B0CWDJGM41,2026-01-01,3,0,0.0,3,100.0
B0CWCZ978Y,2026-01-01,2,0,0.0,2,100.0
B0CZLL24FV,2026-01-01,1,0,0.0,1,100.0
B07PXG7NPX,2026-01-01,51,0,0.0,67,96.88
B09XGNTMB7,2026-01-01,40,0,0.0,54,100.0
B0G3CDX1H6,2026-01-01,74,0,0.0,100,100.0
B0CW9SGV8H,2026-01-01,59,0,0.0,70,100.0
B09XLS3TTP,2026-01-01,1,0,0.0,1,100.0
B09XFL1H1T,2026-01-01,164,1,15351.0,229,100.0
B0G71QBLSG,2026-01-01,13,1,8051.0,16,100.0
B0BQBPT4SP,2026-01-01,1,0,0.0,1,100.0
B0G726PGD2,2026-01-01,39,1,9213.0,41,100.0
B0FR3HD3MH,2026-01-01,25,0,0.0,29,100.0
B0732Y4N37,2026-01-01,443,0,0.0,576,98.66
B0FVS9RRLZ,2026-01-02,5,0,0.0,5,100.0
B0BB72TBNX,2026-01-02,3,0,0.0,3,33.33
B09BFCJDVZ,2026-01-02,6,0,0.0,10,85.71
B0D58N56P9,2026-01-02,25,0,0.0,33,100.0
B09BYWZCXM,2026-01-02,294,4,8338.0,408,98.89
B0DDCGSSHD,2026-01-02,4,0,0.0,4,100.0
B09XGRWRST,2026-01-02,162,0,0.0,215,99.48
B0822XLRG1,2026-01-02,5,1,0.0,5,100.0
B07M72KSRM,2026-01-02,118,1,15503.0,158,99.33
B09XFL1FR1,2026-01-02,118,1,17631.0,161,99.35
B0732TMKP8,2026-01-02,59,2,24318.0,75,100.0
B0D58P2PVJ,2026-01-02,15,0,0.0,17,100.0
B0DDCCN3MS,2026-01-02,3,0,0.0,3,100.0
B0CWD8Y3BH,2026-01-02,9,0,0.0,11,100.0
B0G7J4C6P3,2026-01-02,127,0,0.0,160,95.39
B0DDCD56KV,2026-01-02,2,0,0.0,2,100.0
B0CZLMRNP8,2026-01-02,2,0,0.0,3,100.0
B0F2THYW5S,2026-01-02,60,0,0.0,74,94.29
B0DDCDDFGR,2026-01-02,4,0,0.0,6,100.0
B0CWZ8YQJM,2026-01-02,39,0,0.0,45,100.0
B0CTTLMJJ7,2026-01-02,13,0,0.0,15,100.0
B09XGGGP3H,2026-01-02,13,0,0.0,14,92.86
B0CZLKDPP3,2026-01-02,1,0,0.0,5,100.0
B0DVGLV9DT,2026-01-02,0,0,0.0,0,0.0
B09XGNVN9N,2026-01-02,175,1,12869.0,235,99.09
B0C2ZQVLPS,2026-01-02,19,0,0.0,21,100.0
B0F2TJJVDM,2026-01-02,111,2,31278.0,167,94.9
B0DDCG96D3,2026-01-02,1,0,0.0,1,100.0
B0G2569T27,2026-01-02,18,0,0.0,19,100.0
B0DGSXX8RN,2026-01-02,9,0,0.0,12,100.0
B0822VYH6P,2026-01-02,1,0,0.0,1,100.0
B0CWS28HXY,2026-01-02,21,0,0.0,25,95.45
B09XFMX37N,2026-01-02,288,0,0.0,349,97.9
B0DDCFPZ4T,2026-01-02,1,0,0.0,1,100.0
B0C33D2QK2,2026-01-02,65,1,2541.0,79,98.63
B077Q9YRMY,2026-01-02,203,1,9727.0,249,97.03
B09XGPQKRQ,2026-01-02,12,0,0.0,12,83.33
B07JM7GQG4,2026-01-02,198,3,47485.0,261,99.57
B0FSTJ7FFJ,2026-01-02,11,0,0.0,15,69.23
B09XFKM8V6,2026-01-02,464,1,16559.0,624,98.97
B08KTCLX7R,2026-01-02,173,1,1597.0,230,100.0
B0822X8LZY,2026-01-02,8,0,0.0,12,100.0
B0FHHZ7NF7,2026-01-02,18,0,0.0,18,100.0
B09XFRNJCD,2026-01-02,119,2,31678.0,158,100.0
B0DZP8GXDV,2026-01-02,87,2,1996.0,109,94.23
B0DVGX3R99,2026-01-02,9,0,0.0,9,100.0
B09XGCSRXY,2026-01-02,351,2,37438.0,497,98.91
B0G255BCC2,2026-01-02,30,0,0.0,33,96.67
B0F1937F9V,2026-01-02,9,0,0.0,16,100.0
B0DDCPDLV5,2026-01-02,20,0,0.0,26,100.0
B0CTTL72LC,2026-01-02,3,0,0.0,3,100.0
B0FMNWZFQ9,2026-01-02,34,2,3198.0,48,100.0
B0CZLKVPFP,2026-01-02,2,0,0.0,4,100.0
B0BX6PXMT9,2026-01-02,15,0,0.0,15,100.0
B0822XBCF1,2026-01-02,2,0,0.0,2,100.0
B0BX6R58GZ,2026-01-02,6,0,0.0,6,100.0
B0G25BHBT6,2026-01-02,105,1,9715.0,127,97.54
B0DDCCT25F,2026-01-02,30,0,0.0,30,90.0
B09XGGZVSB,2026-01-02,34,0,0.0,36,82.35
B0FMP5Y17Y,2026-01-02,10,0,0.0,15,100.0
B0CWD4B59K,2026-01-02,23,0,0.0,27,100.0
B0822W49Z9,2026-01-02,7,0,0.0,7,100.0
B09XGDZQPC,2026-01-02,335,1,15519.0,452,99.53
B0822W6ZCG,2026-01-02,19,1,980.0,25,100.0
B0784G85Q4,2026-01-02,9,0,0.0,17,100.0
B0BZVR2WCP,2026-01-02,128,1,2541.0,150,100.0
B0D58LWV2B,2026-01-02,13,2,34438.0,16,100.0
B0G722YTNC,2026-01-02,20,2,20835.0,24,95.24
B0CWL313ZC,2026-01-02,111,8,4088.0,151,100.0
B0FR3G42B3,2026-01-02,24,0,0.0,37,100.0
B0D58N5B2F,2026-01-02,81,1,26239.0,103,98.95
B0G7JSR2H8,2026-01-02,34,0,0.0,53,92.31
B0CWCVD3Z8,2026-01-02,11,1,1790.0,11,100.0
B09XFMGSKV,2026-01-02,85,0,0.0,117,92.86
B0DDCGHMXP,2026-01-02,3,0,0.0,3,100.0
B0732WFNVL,2026-01-02,139,1,12311.0,199,99.45
B0D58MVX6P,2026-01-02,23,0,0.0,25,100.0
B0FST5VM2L,2026-01-02,0,0,0.0,0,0.0
B0D58M16NS,2026-01-02,9,0,0.0,9,100.0
B0FLF9PR8K,2026-01-02,14,0,0.0,22,100.0
B0BM9RZ1DT,2026-01-02,174,2,6782.0,247,94.39
B09XGCYCSY,2026-01-02,35,0,0.0,45,97.5
B0F2TGN1KQ,2026-01-02,86,0,0.0,93,93.55
B09BFC81R8,2026-01-02,49,0,0.0,67,98.39
B09SB37CRT,2026-01-02,34,0,0.0,46,100.0
B077QJVWBR,2026-01-02,98,0,0.0,128,99.17
B09XGTCS7M,2026-01-02,9,0,0.0,10,100.0
B0732TFNYC,2026-01-02,105,0,0.0,138,99.12
B0FR3JL1BS,2026-01-02,29,1,2286.0,38,100.0
B0DGQM3RN6,2026-01-02,3,0,0.0,3,100.0
B0G3BY4SK8,2026-01-02,90,0,0.0,116,99.12
B0C857R73C,2026-01-02,31,1,8579.0,35,97.14
B0CRS31GSK,2026-01-02,69,0,0.0,81,100.0
B0FR3D67NG,2026-01-02,30,0,0.0,37,100.0
