customer_search_term,impressions,clicks,spend,14_day_total_sales,14_day_total_orders,match_type,date,campaign_name,ad_group_name 
b0g35ltp3k,33,1,14.44,0,0,TARGETING_EXPRESSION,2026-04-18,SPPT | Mattress | Original | Competition,Original
b0g35ltp3k,48,1,16.28,0,0,TARGETING_EXPRESSION,2026-04-22,SPPT | Mattress | Original | Competition,Original
b0g35ltp3k,29,1,14.94,0,0,TARGETING_EXPRESSION,2026-04-24,SPPT | Mattress | Original | Competition,Original
b0g35ltp3k,212,3,37.67,0,0,TARGETING_EXPRESSION,2026-04-26,SPPT | Mattress | Original | Competition,Original
b0g35ltp3k,166,2,32.45,0,0,TARGETING_EXPRESSION,2026-04-27,SPPT | Mattress | Original | Competition,Original
b0g35ltp3k,75,2,32.61,0,0,TARGETING_EXPRESSION,2026-04-28,SPPT | Mattress | Original | Competition,Original
b0g35ltp3k,90,2,37.88,0,0,TARGETING_EXPRESSION,2026-04-30,SPPT | Mattress | Original | Competition,Original
b0g35ltp3k,33,1,12.23,0,0,TARGETING_EXPRESSION,2026-04-25,SPPT | Mattress | Latex | Competition,LATEX
b0g35ltp3k,32,3,31.81,0,0,TARGETING_EXPRESSION,2026-04-22,SPPT | Mattress | Latex | Competition,LATEX
b0g35ltp3k,81,1,11.55,0,0,TARGETING_EXPRESSION,2026-04-24,SPPT | Mattress | Latex | Competition,LATEX
b0g35mbfb8,246,1,28.39,0,0,TARGETING_EXPRESSION,2026-04-12,SPPT | Mattress | Latex | Competition,LATEX
b0g35mbfb8,228,4,99.02,0,0,TARGETING_EXPRESSION,2026-04-13,SPPT | Mattress | Latex | Competition,LATEX
b0g35mbfb8,195,2,47.17,0,0,TARGETING_EXPRESSION,2026-04-14,SPPT | Mattress | Latex | Competition,LATEX
b0g35mbfb8,103,3,74.83,0,0,TARGETING_EXPRESSION,2026-04-15,SPPT | Mattress | Latex | Competition,LATEX
b0g35mbfb8,122,2,44.94,0,0,TARGETING_EXPRESSION,2026-04-16,SPPT | Mattress | Latex | Competition,LATEX
b0g35mbfb8,111,1,20.68,0,0,TARGETING_EXPRESSION,2026-04-17,SPPT | Mattress | Latex | Competition,LATEX
b0g35mbfb8,111,2,29.69,0,0,TARGETING_EXPRESSION,2026-04-18,SPPT | Mattress | Latex | Competition,LATEX
b0g35mbfb8,117,1,19.62,0,0,TARGETING_EXPRESSION,2026-04-20,SPPT | Mattress | Latex | Competition,LATEX
b0g35mbfb8,162,2,48.49,0,0,TARGETING_EXPRESSION,2026-04-22,SPPT | Mattress | Latex | Competition,LATEX
b0g35mbfb8,190,4,94.75,0,0,TARGETING_EXPRESSION,2026-04-23,SPPT | Mattress | Latex | Competition,LATEX
b0g35mbfb8,175,3,67.41,0,0,TARGETING_EXPRESSION,2026-04-25,SPPT | Mattress | Latex | Competition,LATEX
b0g35mbfb8,162,4,89.03,0,0,TARGETING_EXPRESSION,2026-04-26,SPPT | Mattress | Latex | Competition,LATEX
b0g35mbfb8,125,4,97.08,0,0,TARGETING_EXPRESSION,2026-04-27,SPPT | Mattress | Latex | Competition,LATEX
b0g35mbfb8,93,2,44.94,0,0,TARGETING_EXPRESSION,2026-04-28,SPPT | Mattress | Latex | Competition,LATEX
b0g35mbfb8,61,1,22.47,0,0,TARGETING_EXPRESSION,2026-04-29,SPPT | Mattress | Latex | Competition,LATEX
b0g35mbfb8,81,2,49.28,0,0,TARGETING_EXPRESSION,2026-05-01,SPPT | Mattress | Latex | Competition,LATEX
b0g35mtv45,3,1,3.54,0,0,TARGETING_EXPRESSION_PREDEFINED,2026-04-27,SPA | MATTRESS | LATEX | ORTHO,AUTO
b0g35n4y16,13,1,17.74,0,0,TARGETING_EXPRESSION,2026-04-18,SPPT | Mattress | Latex | Competition,LATEX
b0g35n4y16,38,1,16.05,0,0,TARGETING_EXPRESSION,2026-04-30,SPPT | Mattress | Latex | Competition,LATEX
b0g35n5j9m,13,1,9.84,0,0,TARGETING_EXPRESSION_PREDEFINED,2026-04-16,SP | BEDDING | Pillow Cases| Auto,Ad group - 27/12/2024 16:34:36.214
b0g35nvht5,19,2,9.69,0,0,TARGETING_EXPRESSION,2026-04-19,SPPT | Mattress | Latex | Competition,LATEX
b0g39c1dhb,35,1,1.57,0,0,TARGETING_EXPRESSION_PREDEFINED,2026-04-29,SPA | Mattress | Foldable Mattress | Auto,Foldable Mattress
b0g39fdskn,11,1,1.97,0,0,TARGETING_EXPRESSION_PREDEFINED,2026-04-16,SPA | Mattress | Foldable Mattress | Auto,Foldable Mattress
b0g39ncxqr,1,1,1.0,0,0,TARGETING_EXPRESSION_PREDEFINED,2026-04-16,SPKT | BEDDING | Mattress Topper | Auto,Ad group - 9/1/2025 18:04:01.792
b0g39r2lvh,5,1,19.13,0,0,TARGETING_EXPRESSION,2026-04-29,SPPT | BEDDING | MF MATTRESS | TOPPER | COMPETITION + CATEGORY {},MF TOPPER
b0g39rl8fl,6,1,12.75,0,0,TARGETING_EXPRESSION,2026-04-16,SPPT | BEDDING | MF MATTRESS | TOPPER | COMPETITION + CATEGORY {},MF TOPPER
b0g39rl8fl,3,1,17.66,0,0,TARGETING_EXPRESSION,2026-04-18,SPPT | BEDDING | MF MATTRESS | TOPPER | COMPETITION + CATEGORY {},MF TOPPER
b0g3b3l7jn,11,1,29.26,0,0,TARGETING_EXPRESSION,2026-04-19,SPCT | Pillow | Cloud | Category,SPCT | Pillow | Cloud | Category
b0g3bshtrs,18,1,10.0,0,0,TARGETING_EXPRESSION_PREDEFINED,2026-04-29,SPKT | BEDDING | Comforter | Auto,Auto
b0g3bshtrs,4,1,3.54,0,0,TARGETING_EXPRESSION_PREDEFINED,2026-04-26,SPA | MATTRESS | LATEX | ORTHO,AUTO
b0g3by1nzh,46,1,10.0,0,0,TARGETING_EXPRESSION_PREDEFINED,2026-04-14,SPKT | BEDDING | Comforter | Auto,Auto
b0g3by1nzh,60,1,10.0,0,0,TARGETING_EXPRESSION_PREDEFINED,2026-04-29,SPKT | BEDDING | Comforter | Auto,Auto
b0g3by1nzh,54,1,10.0,0,0,TARGETING_EXPRESSION_PREDEFINED,2026-05-01,SPKT | BEDDING | Comforter | Auto,Auto
b0g3by1nzh,8,1,11.52,0,0,TARGETING_EXPRESSION,2026-04-12,SPPT | Mattress | Original | Competition,Original
b0g3by1nzh,15,1,19.45,0,0,TARGETING_EXPRESSION,2026-04-26,SPPT | Mattress | Original | Competition,Original
b0g3by4sk8,43,1,10.0,0,0,TARGETING_EXPRESSION_PREDEFINED,2026-04-12,SPKT | BEDDING | Comforter | Auto,Auto
b0g3by4sk8,66,2,24.26,0,0,TARGETING_EXPRESSION_PREDEFINED,2026-04-17,SPKT | BEDDING | Comforter | Auto,Auto
b0g3by4sk8,52,1,10.0,0,0,TARGETING_EXPRESSION_PREDEFINED,2026-04-24,SPKT | BEDDING | Comforter | Auto,Auto
b0g3by4sk8,34,1,10.0,0,0,TARGETING_EXPRESSION_PREDEFINED,2026-04-25,SPKT | BEDDING | Comforter | Auto,Auto
b0g3by4sk8,42,1,14.16,0,0,TARGETING_EXPRESSION_PREDEFINED,2026-04-17,SP | BEDDING | Pillow Cases| Auto,Ad group - 27/12/2024 16:34:36.214
b0g3by4sk8,10,1,10.0,0,0,TARGETING_EXPRESSION_PREDEFINED,2026-04-28,SP | BEDDING | Pillow Cases| Auto,Ad group - 27/12/2024 16:34:36.214
b0g3by4sk8,31,1,23.96,0,0,TARGETING_EXPRESSION,2026-04-14,SPPT | Mattress | Original | Competition,Original
b0g3by4sk8,16,2,35.12,0,0,TARGETING_EXPRESSION,2026-04-15,SPPT | Mattress | Original | Competition,Original
b0g3by4sk8,10,1,23.32,0,0,TARGETING_EXPRESSION,2026-04-16,SPPT | Mattress | Original | Competition,Original
b0g3c233f8,53,1,10.0,0,0,TARGETING_EXPRESSION_PREDEFINED,2026-04-12,SPKT | BEDDING | Comforter | Auto,Auto
b0g3c233f8,37,1,10.0,0,0,TARGETING_EXPRESSION_PREDEFINED,2026-04-23,SPKT | BEDDING | Comforter | Auto,Auto
b0g3c233f8,43,1,10.0,0,0,TARGETING_EXPRESSION_PREDEFINED,2026-04-24,SPKT | BEDDING | Comforter | Auto,Auto
b0g3c233f8,42,1,10.0,0,0,TARGETING_EXPRESSION_PREDEFINED,2026-04-12,SP | BEDDING | Pillow Cases| Auto,Ad group - 27/12/2024 16:34:36.214
b0g3c233f8,38,1,10.0,0,0,TARGETING_EXPRESSION_PREDEFINED,2026-04-29,SP | BEDDING | Pillow Cases| Auto,Ad group - 27/12/2024 16:34:36.214
b0g3c251f1,93,1,10.0,0,0,TARGETING_EXPRESSION_PREDEFINED,2026-04-14,SPKT | BEDDING | Comforter | Auto,Auto
b0g3c251f1,155,2,20.0,0,0,TARGETING_EXPRESSION_PREDEFINED,2026-04-15,SPKT | BEDDING | Comforter | Auto,Auto
b0g3c251f1,37,1,7.63,0,0,TARGETING_EXPRESSION_PREDEFINED,2026-04-20,SPKT | BEDDING | Comforter | Auto,Auto
b0g3c251f1,144,1,10.0,0,0,TARGETING_EXPRESSION_PREDEFINED,2026-04-22,SPKT | BEDDING | Comforter | Auto,Auto
b0g3c251f1,99,1,10.0,0,0,TARGETING_EXPRESSION_PREDEFINED,2026-04-22,SP | BEDDING | Pillow Cases| Auto,Ad group - 27/12/2024 16:34:36.214
b0g3c273vt,13,1,10.0,0,0,TARGETING_EXPRESSION_PREDEFINED,2026-04-28,SPKT | BEDDING | Comforter | Auto,Auto
b0g3c273vt,17,1,10.0,0,0,TARGETING_EXPRESSION_PREDEFINED,2026-04-24,SP | BEDDING | Pillow Cases| Auto,Ad group - 27/12/2024 16:34:36.214
b0g3c2wn23,36,1,2.81,0,0,TARGETING_EXPRESSION_PREDEFINED,2026-04-21,SPKT | BEDDING | Comforter | Auto,Auto
b0g3c2wn23,49,1,10.0,0,0,TARGETING_EXPRESSION_PREDEFINED,2026-04-23,SPKT | BEDDING | Comforter | Auto,Auto
b0g3c2wn23,54,1,10.0,0,0,TARGETING_EXPRESSION_PREDEFINED,2026-04-25,SPKT | BEDDING | Comforter | Auto,Auto
b0g3c2wn23,43,1,14.04,0,0,TARGETING_EXPRESSION_PREDEFINED,2026-04-19,SP | BEDDING | Pillow Cases| Auto,Ad group - 27/12/2024 16:34:36.214
b0g3c7vw1v,43,1,10.0,0,0,TARGETING_EXPRESSION_PREDEFINED,2026-05-01,SPKT | BEDDING | Comforter | Auto,Auto
b0g3c7vw1v,65,1,12.43,0,0,TARGETING_EXPRESSION_PREDEFINED,2026-04-14,SP | BEDDING | Pillow Cases| Auto,Ad group - 27/12/2024 16:34:36.214
b0g3cc2rpn,20,1,10.0,0,0,TARGETING_EXPRESSION_PREDEFINED,2026-04-22,SP | BEDDING | Pillow Cases| Auto,Ad group - 27/12/2024 16:34:36.214
b0g3cc4m7y,67,1,10.0,0,0,TARGETING_EXPRESSION_PREDEFINED,2026-04-12,SPKT | BEDDING | Comforter | Auto,Auto
b0g3cc4m7y,28,1,10.0,0,0,TARGETING_EXPRESSION_PREDEFINED,2026-04-14,SPKT | BEDDING | Comforter | Auto,Auto
b0g3cc4m7y,36,1,10.0,0,0,TARGETING_EXPRESSION_PREDEFINED,2026-04-28,SPKT | BEDDING | Comforter | Auto,Auto
b0g3cc4m7y,28,1,10.0,20795.73,3,TARGETING_EXPRESSION_PREDEFINED,2026-05-01,SPKT | BEDDING | Comforter | Auto,Auto
b0g3cc4m7y,37,1,10.0,0,0,TARGETING_EXPRESSION_PREDEFINED,2026-04-24,SP | BEDDING | Pillow Cases| Auto,Ad group - 27/12/2024 16:34:36.214
b0g3cc4m7y,35,1,10.0,0,0,TARGETING_EXPRESSION_PREDEFINED,2026-05-01,SP | BEDDING | Pillow Cases| Auto,Ad group - 27/12/2024 16:34:36.214
b0g3cc4m7y,36,1,10.0,0,0,TARGETING_EXPRESSION_PREDEFINED,2026-05-02,SP | BEDDING | Pillow Cases| Auto,Ad group - 27/12/2024 16:34:36.214
b0g3cc722b,84,1,10.0,0,0,TARGETING_EXPRESSION_PREDEFINED,2026-04-24,SPKT | BEDDING | Comforter | Auto,Auto
b0g3cc722b,14,1,10.0,0,0,TARGETING_EXPRESSION_PREDEFINED,2026-04-25,SPKT | BEDDING | Cotton Fitted Bedsheet | Auto,Ad group - 9/1/2025 17:52:14.000
b0g3cdx1h6,14,1,10.0,0,0,TARGETING_EXPRESSION_PREDEFINED,2026-04-13,SPKT | BEDDING | Comforter | Auto,Auto
b0g3cdx1h6,27,1,10.0,0,0,TARGETING_EXPRESSION_PREDEFINED,2026-04-17,SPKT | BEDDING | Comforter | Auto,Auto
b0g3cdx1h6,25,2,20.0,0,0,TARGETING_EXPRESSION_PREDEFINED,2026-04-26,SPKT | BEDDING | Comforter | Auto,Auto
b0g3cdx1h6,43,1,10.0,0,0,TARGETING_EXPRESSION_PREDEFINED,2026-04-19,SP | BEDDING | Pillow Cases| Auto,Ad group - 27/12/2024 16:34:36.214
b0g3cdx1h6,23,1,10.0,549.0,1,TARGETING_EXPRESSION_PREDEFINED,2026-04-22,SP | BEDDING | Pillow Cases| Auto,Ad group - 27/12/2024 16:34:36.214
b0g3cdx1h6,36,1,10.0,0,0,TARGETING_EXPRESSION_PREDEFINED,2026-04-26,SP | BEDDING | Pillow Cases| Auto,Ad group - 27/12/2024 16:34:36.214
b0g3cdx1h6,5,1,20.96,0,0,TARGETING_EXPRESSION,2026-04-29,SPPT | Mattress | Latex | Brand Protection,SPPT | Mattress | Latex | Brand Protection
b0g3cg2mcp,27,1,10.0,0,0,TARGETING_EXPRESSION_PREDEFINED,2026-04-22,SPKT | BEDDING | Comforter | Auto,Auto
b0g3cglg2w,20,1,10.0,0,0,TARGETING_EXPRESSION_PREDEFINED,2026-04-23,SPKT | BEDDING | Comforter | Auto,Auto
b0g3cj2v8n,3,1,10.0,0,0,TARGETING_EXPRESSION_PREDEFINED,2026-04-29,SPKT | BEDDING | Comforter | Auto,Auto
b0g3cj2v8n,22,1,1.0,0,0,TARGETING_EXPRESSION_PREDEFINED,2026-04-30,SPKT | BEDDING | Comforter | Auto,Auto
b0g3cj2v8n,6,1,10.0,0,0,TARGETING_EXPRESSION_PREDEFINED,2026-04-21,SPKT | BEDDING | Cotton Fitted Bedsheet | Auto,Ad group - 9/1/2025 17:52:14.000
b0g3cjwfj5,15,1,10.0,0,0,TARGETING_EXPRESSION_PREDEFINED,2026-04-17,SPKT | BEDDING | Comforter | Auto,Auto
b0g3cjwfj5,34,1,11.02,0,0,TARGETING_EXPRESSION_PREDEFINED,2026-04-25,SPKT | BEDDING | Comforter | Auto,Auto
b0g3cjwfj5,29,1,14.05,0,0,TARGETING_EXPRESSION_PREDEFINED,2026-04-25,SP | BEDDING | Pillow Cases| Auto,Ad group - 27/12/2024 16:34:36.214
b0g3clhbkx,32,1,10.0,0,0,TARGETING_EXPRESSION_PREDEFINED,2026-04-27,SPKT | BEDDING | Comforter | Auto,Auto
b0g3clhbkx,38,1,10.0,0,0,TARGETING_EXPRESSION_PREDEFINED,2026-04-17,SP | BEDDING | Pillow Cases| Auto,Ad group - 27/12/2024 16:34:36.214
b0g3cnc7p5,41,1,10.0,0,0,TARGETING_EXPRESSION_PREDEFINED,2026-04-12,SPKT | BEDDING | Comforter | Auto,Auto
b0g3cnc7p5,45,1,10.0,0,0,TARGETING_EXPRESSION_PREDEFINED,2026-04-17,SPKT | BEDDING | Comforter | Auto,Auto
b0g3cnc7p5,9,1,8.07,0,0,TARGETING_EXPRESSION_PREDEFINED,2026-04-19,SPKT | BEDDING | Comforter | Auto,Auto
b0g3cnc7p5,13,1,10.0,0,0,TARGETING_EXPRESSION_PREDEFINED,2026-04-20,SPKT | BEDDING | Comforter | Auto,Auto
b0g3cnc7p5,24,1,10.0,0,0,TARGETING_EXPRESSION_PREDEFINED,2026-04-25,SPKT | BEDDING | Comforter | Auto,Auto
b0g3cnc7p5,32,1,10.0,0,0,TARGETING_EXPRESSION_PREDEFINED,2026-04-26,SPKT | BEDDING | Comforter | Auto,Auto
b0g3cnc7p5,25,2,22.99,0,0,TARGETING_EXPRESSION_PREDEFINED,2026-04-17,SP | BEDDING | Pillow Cases| Auto,Ad group - 27/12/2024 16:34:36.214
b0g3cnc7p5,28,1,14.16,0,0,TARGETING_EXPRESSION_PREDEFINED,2026-04-22,SP | BEDDING | Pillow Cases| Auto,Ad group - 27/12/2024 16:34:36.214
b0g3cnc7p5,25,1,10.0,0,0,TARGETING_EXPRESSION_PREDEFINED,2026-04-25,SP | BEDDING | Pillow Cases| Auto,Ad group - 27/12/2024 16:34:36.214
b0g3cnc7p5,40,1,10.0,0,0,TARGETING_EXPRESSION_PREDEFINED,2026-04-26,SP | BEDDING | Pillow Cases| Auto,Ad group - 27/12/2024 16:34:36.214
b0g3cqprb9,36,1,10.0,0,0,TARGETING_EXPRESSION_PREDEFINED,2026-04-15,SPKT | BEDDING | Comforter | Auto,Auto
b0g3ctr224,20,1,10.0,0,0,TARGETING_EXPRESSION_PREDEFINED,2026-04-19,SPKT | BEDDING | Comforter | Auto,Auto
b0g3ctr224,49,1,10.0,0,0,TARGETING_EXPRESSION_PREDEFINED,2026-04-12,SP | BEDDING | Pillow Cases| Auto,Ad group - 27/12/2024 16:34:36.214
b0g3ctr224,99,1,10.0,0,0,TARGETING_EXPRESSION_PREDEFINED,2026-04-19,SP | BEDDING | Pillow Cases| Auto,Ad group - 27/12/2024 16:34:36.214
b0g3ctr224,72,1,10.0,0,0,TARGETING_EXPRESSION_PREDEFINED,2026-04-30,SP | BEDDING | Pillow Cases| Auto,Ad group - 27/12/2024 16:34:36.214
b0g3ctx1nc,27,1,10.0,0,0,TARGETING_EXPRESSION_PREDEFINED,2026-04-14,SPKT | BEDDING | Comforter | Auto,Auto
b0g3ctx1nc,63,1,10.0,0,0,TARGETING_EXPRESSION_PREDEFINED,2026-04-15,SPKT | BEDDING | Comforter | Auto,Auto
b0g3ctx1nc,32,1,10.0,0,0,TARGETING_EXPRESSION_PREDEFINED,2026-04-27,SPKT | BEDDING | Comforter | Auto,Auto
b0g3ctx1nc,40,1,10.0,0,0,TARGETING_EXPRESSION_PREDEFINED,2026-04-25,SP | BEDDING | Pillow Cases| Auto,Ad group - 27/12/2024 16:34:36.214
b0g3ctx1nc,43,1,10.0,0,0,TARGETING_EXPRESSION_PREDEFINED,2026-04-26,SP | BEDDING | Pillow Cases| Auto,Ad group - 27/12/2024 16:34:36.214
b0g3cy2mby,50,1,17.22,0,0,TARGETING_EXPRESSION_PREDEFINED,2026-04-17,SPKT | BEDDING | Comforter | Auto,Auto
b0g3cy2mby,22,1,14.16,0,0,TARGETING_EXPRESSION_PREDEFINED,2026-04-17,SP | BEDDING | Pillow Cases| Auto,Ad group - 27/12/2024 16:34:36.214
b0g3cy2mby,1,1,6.2,0,0,TARGETING_EXPRESSION,2026-04-13,SPPT | Mattress | Original | Competition,Original
b0g3d21nyy,88,1,7.86,0,0,TARGETING_EXPRESSION_PREDEFINED,2026-04-21,SPKT | BEDDING | Comforter | Auto,Auto
b0g3d21nyy,96,1,10.0,0,0,TARGETING_EXPRESSION_PREDEFINED,2026-04-24,SPKT | BEDDING | Comforter | Auto,Auto
b0g3d21nyy,83,1,10.0,0,0,TARGETING_EXPRESSION_PREDEFINED,2026-04-25,SPKT | BEDDING | Comforter | Auto,Auto
b0g3d21nyy,116,1,10.0,0,0,TARGETING_EXPRESSION_PREDEFINED,2026-04-19,SP | BEDDING | Pillow Cases| Auto,Ad group - 27/12/2024 16:34:36.214
b0g3d21nyy,52,1,10.0,0,0,TARGETING_EXPRESSION_PREDEFINED,2026-04-24,SP | BEDDING | Pillow Cases| Auto,Ad group - 27/12/2024 16:34:36.214
b0g3d21nyy,80,1,10.0,0,0,TARGETING_EXPRESSION_PREDEFINED,2026-04-26,SP | BEDDING | Pillow Cases| Auto,Ad group - 27/12/2024 16:34:36.214
b0g3d21nyy,1,1,7.08,14829.66,1,TARGETING_EXPRESSION_PREDEFINED,2026-04-26,SPA | MATTRESS | LATEX | ORTHO,AUTO
b0g3d21nyy,19,1,19.42,0,0,TARGETING_EXPRESSION,2026-04-14,SPPT | Mattress | Latex | Competition,LATEX
b0g3d21nyy,1,1,18.1,0,0,TARGETING_EXPRESSION,2026-04-12,SPPT | Mattress | Latex | Competition,LATEX
b0g3d21nyy,20,1,20.96,0,0,TARGETING_EXPRESSION,2026-04-19,SPPT | Mattress | Latex | Brand Protection,SPPT | Mattress | Latex | Brand Protection
b0g3d21nyy,26,1,12.11,0,0,TARGETING_EXPRESSION,2026-04-21,SPPT | Mattress | Latex | Brand Protection,SPPT | Mattress | Latex | Brand Protection
b0g3d21nyy,12,1,12.11,0,0,TARGETING_EXPRESSION,2026-04-22,SPPT | Mattress | Latex | Brand Protection,SPPT | Mattress | Latex | Brand Protection
b0g3d48pt8,16,1,10.0,0,0,TARGETING_EXPRESSION_PREDEFINED,2026-04-30,SP | BEDDING | Pillow Cases| Auto,Ad group - 27/12/2024 16:34:36.214
b0g3p4z2gc,17,1,9.83,0,0,TARGETING_EXPRESSION_PREDEFINED,2026-04-19,SP | BEDDING | Pillow Cases| Auto,Ad group - 27/12/2024 16:34:36.214
b0g3p4z2gc,9,1,11.78,0,0,TARGETING_EXPRESSION_PREDEFINED,2026-04-14,SPKT | BEDDING | Cotton Fitted Bedsheet | Auto,Ad group - 9/1/2025 17:52:14.000
b0g3s5dlcq,1,1,21.32,0,0,TARGETING_EXPRESSION,2026-04-27,SPPT | BEDDING | PROTECTOR | COMPETITION {},SPPT | BEDDING | PROTECTOR | COMPETITION
b0g3ws5zv3,1,1,2.0,0,0,TARGETING_EXPRESSION_PREDEFINED,2026-04-28,SPA | Mattress | Foldable Mattress | Auto,Foldable Mattress
b0g3xfksjn,41,1,11.53,0,0,TARGETING_EXPRESSION,2026-04-24,SPCT | Mattress | Foldable | Category,SPCT | Mattress | Foldable | Category
b0g3xfksjn,36,1,9.33,0,0,TARGETING_EXPRESSION,2026-04-27,SPCT | Mattress | Foldable | Category,SPCT | Mattress | Foldable | Category
b0g3xfksjn,126,3,19.97,0,0,TARGETING_EXPRESSION,2026-04-30,SPCT | Mattress | Foldable | Category,SPCT | Mattress | Foldable | Category
b0g435dkv8,1,1,1.0,0,0,TARGETING_EXPRESSION_PREDEFINED,2026-04-17,SPA | Mattress | Foldable Mattress | Auto,Foldable Mattress
b0g435mg5t,4,1,1.0,0,0,TARGETING_EXPRESSION_PREDEFINED,2026-04-21,SPA | Mattress | Foldable Mattress | Auto,Foldable Mattress
b0g43vkcwz,4,1,14.39,0,0,TARGETING_EXPRESSION,2026-05-01,SPPT | PILLOW | NECK PILLOW | COMPETETION | EXACT {},SPPT | PILLOW | NECK PILLOW | COMPETETION | EXACT {}
b0g492cjr6,1,1,14.86,0,0,TARGETING_EXPRESSION_PREDEFINED,2026-04-22,SPKT | BEDDING | Cotton Fitted Bedsheet | Auto,Ad group - 9/1/2025 17:52:14.000
b0g4b97w5v,12,1,8.25,0,0,TARGETING_EXPRESSION,2026-04-14,SPCT | Mattress | Foldable | Category,SPCT | Mattress | Foldable | Category
b0g4b97w5v,21,1,7.61,0,0,TARGETING_EXPRESSION,2026-04-18,SPCT | Mattress | Foldable | Category,SPCT | Mattress | Foldable | Category
b0g4b97w5v,49,1,8.82,0,0,TARGETING_EXPRESSION,2026-04-22,SPCT | Mattress | Foldable | Category,SPCT | Mattress | Foldable | Category
b0g4b97w5v,252,1,8.23,0,0,TARGETING_EXPRESSION,2026-04-26,SPCT | Mattress | Foldable | Category,SPCT | Mattress | Foldable | Category
b0g4b97w5v,84,1,9.33,0,0,TARGETING_EXPRESSION,2026-04-27,SPCT | Mattress | Foldable | Category,SPCT | Mattress | Foldable | Category
b0g4b97w5v,285,2,22.01,0,0,TARGETING_EXPRESSION,2026-04-28,SPCT | Mattress | Foldable | Category,SPCT | Mattress | Foldable | Category
b0g4b97w5v,207,1,7.13,0,0,TARGETING_EXPRESSION,2026-04-29,SPCT | Mattress | Foldable | Category,SPCT | Mattress | Foldable | Category
b0g4cxc61r,1,1,8.23,0,0,TARGETING_EXPRESSION_PREDEFINED,2026-04-29,SPA | MOBILITY | CAR RANGE | AUTO {},SPA | MOBILITY | CAR RANGE | AUTO {}
b0g4d65429,1,1,12.5,0,0,TARGETING_EXPRESSION_PREDEFINED,2026-04-30,SPA | MOBILITY | CAR RANGE | AUTO {},SPA | MOBILITY | CAR RANGE | AUTO {}
b0g4jrts4f,2,1,2.0,0,0,TARGETING_EXPRESSION_PREDEFINED,2026-04-30,SPA | Mattress | Foldable Mattress | Auto,Foldable Mattress
b0g4jt9z23,79,2,14.56,0,0,TARGETING_EXPRESSION_PREDEFINED,2026-04-25,Campaign - 24/4/2026 16:25:19.532,Single Mattress TriFold
b0g4ksbhh5,1,1,4.34,0,0,TARGETING_EXPRESSION_PREDEFINED,2026-04-14,SPKT | BEDDING | Duvet Cover | Auto,Ad group - 9/1/2025 17:48:36.573
b0g4n2qmw9,3,1,31.76,0,0,TARGETING_EXPRESSION,2026-04-23,SPCT | Pillow | Cloud | Category,SPCT | Pillow | Cloud | Category
b0g4n82rpq,13,1,1.0,0,0,TARGETING_EXPRESSION_PREDEFINED,2026-04-21,SPA | Mattress | Foldable Mattress | Auto,Foldable Mattress
b0g4n82rpq,7,1,1.0,0,0,TARGETING_EXPRESSION_PREDEFINED,2026-04-28,SPA | Mattress | Foldable Mattress | Auto,Foldable Mattress
b0g4ncryl7,1,1,5.71,0,0,TARGETING_EXPRESSION_PREDEFINED,2026-04-27,SPKT | BEDDING | Cotton Fitted Bedsheet | Auto,Ad group - 9/1/2025 17:52:14.000
b0g4vkmwts,54,1,8.48,0,0,TARGETING_EXPRESSION_PREDEFINED,2026-04-13,SP | BEDDING | Pillow Cases| Auto,Ad group - 27/12/2024 16:34:36.214
b0g4vljhs6,9,1,9.58,0,0,TARGETING_EXPRESSION_PREDEFINED,2026-04-13,SP | BEDDING | Pillow Cases| Auto,Ad group - 27/12/2024 16:34:36.214
b0g4vp7mjk,24,1,9.87,0,0,TARGETING_EXPRESSION_PREDEFINED,2026-04-14,SP | BEDDING | Pillow Cases| Auto,Ad group - 27/12/2024 16:34:36.214
b0g4wch6vr,33,2,25.12,0,0,TARGETING_EXPRESSION,2026-04-12,SPCT | Mattress | Foldable | Category,SPCT | Mattress | Foldable | Category
b0g4wch6vr,26,1,3.8,0,0,TARGETING_EXPRESSION,2026-04-13,SPCT | Mattress | Foldable | Category,SPCT | Mattress | Foldable | Category
b0g4wch6vr,46,1,5.42,0,0,TARGETING_EXPRESSION,2026-04-16,SPCT | Mattress | Foldable | Category,SPCT | Mattress | Foldable | Category
b0g4wdb4rg,55,1,7.15,0,0,TARGETING_EXPRESSION,2026-04-12,SPCT | Mattress | Foldable | Category,SPCT | Mattress | Foldable | Category
b0g4wdb4rg,134,3,33.72,0,0,TARGETING_EXPRESSION,2026-04-17,SPCT | Mattress | Foldable | Category,SPCT | Mattress | Foldable | Category
b0g4wdb4rg,418,5,46.5,0,0,TARGETING_EXPRESSION,2026-04-18,SPCT | Mattress | Foldable | Category,SPCT | Mattress | Foldable | Category
b0g4wdb4rg,384,6,43.57,0,0,TARGETING_EXPRESSION,2026-04-19,SPCT | Mattress | Foldable | Category,SPCT | Mattress | Foldable | Category
b0g4wdb4rg,418,4,38.19,0,0,TARGETING_EXPRESSION,2026-04-20,SPCT | Mattress | Foldable | Category,SPCT | Mattress | Foldable | Category
b0g4wdb4rg,597,12,86.26,0,0,TARGETING_EXPRESSION,2026-04-21,SPCT | Mattress | Foldable | Category,SPCT | Mattress | Foldable | Category
