customer_search_term,impressions,clicks,spend,14_day_total_sales,14_day_total_orders,match_type,date,campaign_name,ad_group_name 
sleepycat mattress protector,26,3,23.59,0,0,TARGETING_EXPRESSION,2026-04-15,SPPT | BEDDING | PROTECTOR | COMPETITION {},SPPT | BEDDING | PROTECTOR | COMPETITION
sleepycat mattress protector,17,2,16.21,714.29,1,TARGETING_EXPRESSION,2026-04-16,SPPT | BEDDING | PROTECTOR | COMPETITION {},SPPT | BEDDING | PROTECTOR | COMPETITION
sleepycat mattress protector,11,3,30.37,0,0,TARGETING_EXPRESSION,2026-04-18,SPPT | BEDDING | PROTECTOR | COMPETITION {},SPPT | BEDDING | PROTECTOR | COMPETITION
sleepycat mattress protector,7,1,9.48,0,0,TARGETING_EXPRESSION,2026-04-19,SPPT | BEDDING | PROTECTOR | COMPETITION {},SPPT | BEDDING | PROTECTOR | COMPETITION
sleepycat mattress protector,18,4,41.37,985.71,1,TARGETING_EXPRESSION,2026-04-20,SPPT | BEDDING | PROTECTOR | COMPETITION {},SPPT | BEDDING | PROTECTOR | COMPETITION
sleepycat mattress protector,24,2,22.07,895.24,1,TARGETING_EXPRESSION,2026-04-21,SPPT | BEDDING | PROTECTOR | COMPETITION {},SPPT | BEDDING | PROTECTOR | COMPETITION
sleepycat mattress protector,18,3,25.79,2893.33,2,TARGETING_EXPRESSION,2026-04-22,SPPT | BEDDING | PROTECTOR | COMPETITION {},SPPT | BEDDING | PROTECTOR | COMPETITION
sleepycat mattress protector,2,2,25.32,0,0,TARGETING_EXPRESSION,2026-04-23,SPPT | BEDDING | PROTECTOR | COMPETITION {},SPPT | BEDDING | PROTECTOR | COMPETITION
sleepycat mattress protector,20,4,39.37,895.24,1,TARGETING_EXPRESSION,2026-04-25,SPPT | BEDDING | PROTECTOR | COMPETITION {},SPPT | BEDDING | PROTECTOR | COMPETITION
sleepycat mattress protector,20,1,6.67,0,0,TARGETING_EXPRESSION,2026-04-26,SPPT | BEDDING | PROTECTOR | COMPETITION {},SPPT | BEDDING | PROTECTOR | COMPETITION
sleepycat mattress protector,11,5,52.27,903.81,1,TARGETING_EXPRESSION,2026-04-27,SPPT | BEDDING | PROTECTOR | COMPETITION {},SPPT | BEDDING | PROTECTOR | COMPETITION
sleepycat mattress protector,14,2,18.63,0,0,TARGETING_EXPRESSION,2026-04-28,SPPT | BEDDING | PROTECTOR | COMPETITION {},SPPT | BEDDING | PROTECTOR | COMPETITION
sleepycat mattress protector,4,1,6.85,0,0,TARGETING_EXPRESSION,2026-04-29,SPPT | BEDDING | PROTECTOR | COMPETITION {},SPPT | BEDDING | PROTECTOR | COMPETITION
sleepycat mattress protector,4,2,21.27,895.24,1,TARGETING_EXPRESSION,2026-04-30,SPPT | BEDDING | PROTECTOR | COMPETITION {},SPPT | BEDDING | PROTECTOR | COMPETITION
sleepycat mattress protector,23,4,27.12,1700.0,2,TARGETING_EXPRESSION,2026-05-01,SPPT | BEDDING | PROTECTOR | COMPETITION {},SPPT | BEDDING | PROTECTOR | COMPETITION
sleepycat mattress protector,6,2,20.42,0,0,TARGETING_EXPRESSION,2026-05-02,SPPT | BEDDING | PROTECTOR | COMPETITION {},SPPT | BEDDING | PROTECTOR | COMPETITION
sleepycat mattress protector 78x72,5,2,16.83,0,0,TARGETING_EXPRESSION,2026-04-15,SPPT | BEDDING | PROTECTOR | COMPETITION {},SPPT | BEDDING | PROTECTOR | COMPETITION
sleepycat mattress protector 78x72,2,1,5.06,1609.32,1,TARGETING_EXPRESSION,2026-04-17,SPPT | BEDDING | PROTECTOR | COMPETITION {},SPPT | BEDDING | PROTECTOR | COMPETITION
sleepycat mattress protector 78x72,6,2,25.64,984.76,1,TARGETING_EXPRESSION,2026-04-19,SPPT | BEDDING | PROTECTOR | COMPETITION {},SPPT | BEDDING | PROTECTOR | COMPETITION
sleepycat mattress protector 78x72,4,1,18.03,0,0,TARGETING_EXPRESSION,2026-04-23,SPPT | BEDDING | PROTECTOR | COMPETITION {},SPPT | BEDDING | PROTECTOR | COMPETITION
sleepycat mattress protector 78x72,1,1,9.27,0,0,TARGETING_EXPRESSION,2026-05-01,SPPT | BEDDING | PROTECTOR | COMPETITION {},SPPT | BEDDING | PROTECTOR | COMPETITION
sleepycat mattress queen,4,2,20.07,0,0,PHRASE,2026-04-27,SPKT | Branded | ALL | Matt,Original
sleepycat mattress queen size,194,1,43.3,14638.14,1,PHRASE,2026-04-13,SPKT | Branded | ALL | Matt,Original
sleepycat mattress queen size,88,2,51.31,0,0,PHRASE,2026-04-14,SPKT | Branded | ALL | Matt,Original
sleepycat mattress queen size,71,3,28.67,0,0,PHRASE,2026-04-16,SPKT | Branded | ALL | Matt,Original
sleepycat mattress queen size,180,2,28.89,0,0,PHRASE,2026-04-18,SPKT | Branded | ALL | Matt,Original
sleepycat mattress queen size,189,1,10.39,0,0,PHRASE,2026-04-21,SPKT | Branded | ALL | Matt,Original
sleepycat mattress queen size,67,2,20.23,0,0,PHRASE,2026-04-26,SPKT | Branded | ALL | Matt,Original
sleepycat mattress queen size,7,1,40.87,0,0,PHRASE,2026-04-27,SPKT | Branded | ALL | Matt,Original
sleepycat mattress queen size,67,1,70.63,0,0,PHRASE,2026-04-29,SPKT | Branded | ALL | Matt,Original
sleepycat mattress queen size,14,1,27.01,0,0,PHRASE,2026-04-30,SPKT | Branded | ALL | Matt,Original
sleepycat mattress queen size,6,1,15.09,0,0,PHRASE,2026-05-01,SPKT | Branded | ALL | Matt,Original
sleepycat mattress queen size,5,1,37.61,0,0,PHRASE,2026-05-02,SPKT | Branded | ALL | Matt,Original
sleepycat mattress queen size 75x60,4,1,47.97,0,0,PHRASE,2026-04-20,SPKT | Branded | ALL | Matt,Ultima Natutal Latex
sleepycat mattress queen size 75x60,3,1,26.12,0,0,PHRASE,2026-04-22,SPKT | Branded | ALL | Matt,Original
sleepycat mattress queen size 78x60,3760,4,141.95,0,0,PHRASE,2026-04-12,SPKT | Branded | ALL | Matt,Original
sleepycat mattress queen size 78x60,4725,7,272.58,0,0,PHRASE,2026-04-13,SPKT | Branded | ALL | Matt,Original
sleepycat mattress queen size 78x60,3368,5,265.17,0,0,PHRASE,2026-04-14,SPKT | Branded | ALL | Matt,Original
sleepycat mattress queen size 78x60,7324,6,193.33,0,0,PHRASE,2026-04-15,SPKT | Branded | ALL | Matt,Original
sleepycat mattress queen size 78x60,6033,9,513.44,12629.66,1,PHRASE,2026-04-16,SPKT | Branded | ALL | Matt,Original
sleepycat mattress queen size 78x60,9324,10,504.56,0,0,PHRASE,2026-04-17,SPKT | Branded | ALL | Matt,Original
sleepycat mattress queen size 78x60,6716,7,198.08,14094.07,1,PHRASE,2026-04-18,SPKT | Branded | ALL | Matt,Original
sleepycat mattress queen size 78x60,6125,10,347.53,42650.85,4,PHRASE,2026-04-19,SPKT | Branded | ALL | Matt,Original
sleepycat mattress queen size 78x60,6478,3,123.44,1609.32,1,PHRASE,2026-04-20,SPKT | Branded | ALL | Matt,Original
sleepycat mattress queen size 78x60,7105,6,234.77,0,0,PHRASE,2026-04-21,SPKT | Branded | ALL | Matt,Original
sleepycat mattress queen size 78x60,8276,20,990.23,0,0,PHRASE,2026-04-22,SPKT | Branded | ALL | Matt,Original
sleepycat mattress queen size 78x60,8883,10,319.36,0,0,PHRASE,2026-04-23,SPKT | Branded | ALL | Matt,Original
sleepycat mattress queen size 78x60,10602,4,284.17,0,0,PHRASE,2026-04-24,SPKT | Branded | ALL | Matt,Original
sleepycat mattress queen size 78x60,11761,4,232.34,0,0,PHRASE,2026-04-25,SPKT | Branded | ALL | Matt,Original
sleepycat mattress queen size 78x60,13751,8,601.54,0,0,PHRASE,2026-04-26,SPKT | Branded | ALL | Matt,Original
sleepycat mattress queen size 78x60,3812,9,578.7,0,0,PHRASE,2026-04-27,SPKT | Branded | ALL | Matt,Original
sleepycat mattress queen size 78x60,11632,10,684.01,0,0,PHRASE,2026-04-28,SPKT | Branded | ALL | Matt,Original
sleepycat mattress queen size 78x60,6442,5,449.53,0,0,PHRASE,2026-04-29,SPKT | Branded | ALL | Matt,Original
sleepycat mattress queen size 78x60,5239,4,278.24,0,0,PHRASE,2026-04-30,SPKT | Branded | ALL | Matt,Original
sleepycat mattress queen size 78x60,6086,4,252.94,0,0,PHRASE,2026-05-01,SPKT | Branded | ALL | Matt,Original
sleepycat mattress queen size 78x60,5497,6,450.94,0,0,PHRASE,2026-05-02,SPKT | Branded | ALL | Matt,Original
sleepycat mattress queen size 78x60 8 inch,9,1,13.01,0,0,PHRASE,2026-04-13,SPKT | Branded | ALL | Matt,Original
sleepycat mattress queen size 78x60x6,5,1,8.81,0,0,PHRASE,2026-04-22,SPKT | Branded | ALL | Matt,Original
sleepycat mattress queen size orthopedic,2,1,24.33,0,0,PHRASE,2026-04-20,SPKT | Branded | ALL | Matt,Original
sleepycat mattress review,5,2,13.31,0,0,PHRASE,2026-04-17,SPKT | Branded | ALL | Matt,Original
sleepycat mattress single bed,3,1,32.41,0,0,PHRASE,2026-04-19,SPKT | Branded | ALL | Matt,Original
sleepycat mattress single bed,7,1,13.13,0,0,PHRASE,2026-04-22,SPKT | Branded | ALL | Matt,Original
sleepycat mattress single bed,19,2,41.5,0,0,PHRASE,2026-04-25,SPKT | Branded | ALL | Matt,Original
sleepycat mattress single bed,1,1,13.75,0,0,TARGETING_EXPRESSION,2026-04-25,SPPT | Mattress | Latex | Competition,LATEX
sleepycat mattress single portable,2,1,5.84,0,0,TARGETING_EXPRESSION_PREDEFINED,2026-05-02,SPA | Mattress | Foldable Mattress | Auto,Foldable Mattress
sleepycat mattress topper,4,1,7.72,0,0,TARGETING_EXPRESSION_PREDEFINED,2026-04-13,SPKT | BEDDING | Cotton Fitted Bedsheet | Auto,Ad group - 9/1/2025 17:52:14.000
sleepycat mattress topper,12,1,11.15,0,0,TARGETING_EXPRESSION,2026-04-12,SPPT | Mattress | Ultima | Brand Protection,SPPT | Mattress | Ultima | Brand Protection
sleepycat mattress topper,6,1,2.78,0,0,TARGETING_EXPRESSION,2026-04-13,SPPT | Mattress | Original | Brand Protection,SPPT | Mattress | Original | Brand Protection
sleepycat mattress topper,407,1,24.34,0,0,PHRASE,2026-04-14,SPKT | Branded | ALL | Matt,Umlima MF
sleepycat mattress topper,420,1,39.29,0,0,PHRASE,2026-04-17,SPKT | Branded | ALL | Matt,Umlima MF
sleepycat mattress topper,769,1,26.52,0,0,PHRASE,2026-04-18,SPKT | Branded | ALL | Matt,Umlima MF
sleepycat mattress topper,494,1,28.3,0,0,PHRASE,2026-04-21,SPKT | Branded | ALL | Matt,Umlima MF
sleepycat mattress topper,365,2,51.01,0,0,PHRASE,2026-04-22,SPKT | Branded | ALL | Matt,Umlima MF
sleepycat mattress topper,658,1,26.62,0,0,PHRASE,2026-04-23,SPKT | Branded | ALL | Matt,Umlima MF
sleepycat mattress topper,239,1,39.79,0,0,PHRASE,2026-04-25,SPKT | Branded | ALL | Matt,Umlima MF
sleepycat mattress topper,267,2,69.69,0,0,PHRASE,2026-04-27,SPKT | Branded | ALL | Matt,Umlima MF
sleepycat mattress topper,392,2,75.68,0,0,PHRASE,2026-04-29,SPKT | Branded | ALL | Matt,Umlima MF
sleepycat mattress topper,340,2,63.18,0,0,PHRASE,2026-05-01,SPKT | Branded | ALL | Matt,Umlima MF
sleepycat mattress topper,602,1,24.04,0,0,PHRASE,2026-05-02,SPKT | Branded | ALL | Matt,Umlima MF
sleepycat mattress topper,31,1,7.48,0,0,EXACT,2026-04-13,SPKT | BEDDING | Mattress Topper | Auto_SPAutoToSPManualKW_2025-08-08 16:14:47.0,Others
sleepycat mattress topper,4,1,7.37,0,0,EXACT,2026-04-16,SPKT | BEDDING | Mattress Topper | Auto_SPAutoToSPManualKW_2025-08-08 16:14:47.0,Others
sleepycat mattress topper,171,2,13.58,0,0,EXACT,2026-04-12,SPKT | BEDDING | Mattress Topper | Auto_SPAutoToSPManualKW_2025-08-08 16:14:47.0,SleepyCat- Bedsheets and Pillow Covers
sleepycat mattress topper,191,2,16.31,0,0,EXACT,2026-04-13,SPKT | BEDDING | Mattress Topper | Auto_SPAutoToSPManualKW_2025-08-08 16:14:47.0,SleepyCat- Bedsheets and Pillow Covers
sleepycat mattress topper,353,7,57.72,5776.27,1,EXACT,2026-04-14,SPKT | BEDDING | Mattress Topper | Auto_SPAutoToSPManualKW_2025-08-08 16:14:47.0,SleepyCat- Bedsheets and Pillow Covers
sleepycat mattress topper,389,4,46.77,0,0,EXACT,2026-04-15,SPKT | BEDDING | Mattress Topper | Auto_SPAutoToSPManualKW_2025-08-08 16:14:47.0,SleepyCat- Bedsheets and Pillow Covers
sleepycat mattress topper,370,4,56.59,11737.14,1,EXACT,2026-04-16,SPKT | BEDDING | Mattress Topper | Auto_SPAutoToSPManualKW_2025-08-08 16:14:47.0,SleepyCat- Bedsheets and Pillow Covers
sleepycat mattress topper,339,3,40.37,0,0,EXACT,2026-04-17,SPKT | BEDDING | Mattress Topper | Auto_SPAutoToSPManualKW_2025-08-08 16:14:47.0,SleepyCat- Bedsheets and Pillow Covers
sleepycat mattress topper,490,7,114.84,0,0,EXACT,2026-04-18,SPKT | BEDDING | Mattress Topper | Auto_SPAutoToSPManualKW_2025-08-08 16:14:47.0,SleepyCat- Bedsheets and Pillow Covers
sleepycat mattress topper,491,6,76.78,0,0,EXACT,2026-04-19,SPKT | BEDDING | Mattress Topper | Auto_SPAutoToSPManualKW_2025-08-08 16:14:47.0,SleepyCat- Bedsheets and Pillow Covers
sleepycat mattress topper,568,8,88.72,0,0,EXACT,2026-04-20,SPKT | BEDDING | Mattress Topper | Auto_SPAutoToSPManualKW_2025-08-08 16:14:47.0,SleepyCat- Bedsheets and Pillow Covers
sleepycat mattress topper,683,10,125.12,0,0,EXACT,2026-04-21,SPKT | BEDDING | Mattress Topper | Auto_SPAutoToSPManualKW_2025-08-08 16:14:47.0,SleepyCat- Bedsheets and Pillow Covers
sleepycat mattress topper,203,2,19.03,0,0,EXACT,2026-04-22,SPKT | BEDDING | Mattress Topper | Auto_SPAutoToSPManualKW_2025-08-08 16:14:47.0,SleepyCat- Bedsheets and Pillow Covers
sleepycat mattress topper,362,5,55.07,0,0,EXACT,2026-04-23,SPKT | BEDDING | Mattress Topper | Auto_SPAutoToSPManualKW_2025-08-08 16:14:47.0,SleepyCat- Bedsheets and Pillow Covers
sleepycat mattress topper,384,10,176.11,5999.05,1,EXACT,2026-04-24,SPKT | BEDDING | Mattress Topper | Auto_SPAutoToSPManualKW_2025-08-08 16:14:47.0,SleepyCat- Bedsheets and Pillow Covers
sleepycat mattress topper,362,4,29.59,0,0,EXACT,2026-04-25,SPKT | BEDDING | Mattress Topper | Auto_SPAutoToSPManualKW_2025-08-08 16:14:47.0,SleepyCat- Bedsheets and Pillow Covers
sleepycat mattress topper,513,8,85.91,0,0,EXACT,2026-04-26,SPKT | BEDDING | Mattress Topper | Auto_SPAutoToSPManualKW_2025-08-08 16:14:47.0,SleepyCat- Bedsheets and Pillow Covers
sleepycat mattress topper,334,11,92.28,7541.53,1,EXACT,2026-04-27,SPKT | BEDDING | Mattress Topper | Auto_SPAutoToSPManualKW_2025-08-08 16:14:47.0,SleepyCat- Bedsheets and Pillow Covers
sleepycat mattress topper,427,6,73.46,0,0,EXACT,2026-04-28,SPKT | BEDDING | Mattress Topper | Auto_SPAutoToSPManualKW_2025-08-08 16:14:47.0,SleepyCat- Bedsheets and Pillow Covers
sleepycat mattress topper,522,6,104.7,0,0,EXACT,2026-04-29,SPKT | BEDDING | Mattress Topper | Auto_SPAutoToSPManualKW_2025-08-08 16:14:47.0,SleepyCat- Bedsheets and Pillow Covers
sleepycat mattress topper,400,3,57.62,0,0,EXACT,2026-04-30,SPKT | BEDDING | Mattress Topper | Auto_SPAutoToSPManualKW_2025-08-08 16:14:47.0,SleepyCat- Bedsheets and Pillow Covers
sleepycat mattress topper,329,8,75.94,0,0,EXACT,2026-05-01,SPKT | BEDDING | Mattress Topper | Auto_SPAutoToSPManualKW_2025-08-08 16:14:47.0,SleepyCat- Bedsheets and Pillow Covers
sleepycat mattress topper,312,6,62.14,0,0,EXACT,2026-05-02,SPKT | BEDDING | Mattress Topper | Auto_SPAutoToSPManualKW_2025-08-08 16:14:47.0,SleepyCat- Bedsheets and Pillow Covers
sleepycat mattress topper 75x72,2,1,30.72,0,0,PHRASE,2026-04-19,SPKT | Branded | ALL | Matt,Original
sleepycat mattress topper 75x72,4,1,8.15,0,0,PHRASE,2026-05-01,SPKT | BEDDING | Mattress Topper | Auto_SPAutoToSPManualKW_2025-07-03 16:23:31.0,SleepyCat- Bedsheets and Pillow Covers
sleepycat mattress topper 75x72,1,1,28.0,6439.83,1,PHRASE,2026-05-01,SPKT | BEDDING | MF MATTRESS | TOPPER | GENERIC | EXACT + PHRASE {},MF TOPPER
sleepycat mattress topper king size,246,1,21.83,0,0,PHRASE,2026-04-16,SPKT | Branded | ALL | Matt,Original
sleepycat mattress topper king size,137,1,36.34,5592.37,1,PHRASE,2026-05-02,SPKT | Branded | ALL | Matt,Original
sleepycat mattress topper king size,3,1,9.52,0,0,PHRASE,2026-04-17,SPKT | BEDDING | Mattress Topper | Auto_SPAutoToSPManualKW_2025-07-03 16:23:31.0,SleepyCat- Bedsheets and Pillow Covers
sleepycat mattress topper king size,5,1,9.7,0,0,TARGETING_EXPRESSION,2026-04-28,SPPT | BEDDING | MF MATTRESS | TOPPER | COMPETITION + CATEGORY {},MF TOPPER
sleepycat mattress topper king size,2,2,24.7,0,0,TARGETING_EXPRESSION,2026-04-16,SPPT | BEDDING | MF MATTRESS | TOPPER | COMPETITION + CATEGORY {},MF TOPPER
sleepycat mattress topper king size 78x72,1,1,3.45,0,0,PHRASE,2026-04-25,SPKT | BEDDING | Mattress Topper | Auto_SPAutoToSPManualKW_2025-07-03 16:23:31.0,Others
sleepycat mattress topper queen size,4,1,53.77,0,0,PHRASE,2026-04-15,SPKT | Branded | ALL | Matt,Ultima Natutal Latex
sleepycat mattress topper queen size,1,1,12.04,0,0,TARGETING_EXPRESSION,2026-04-20,SPPT | BEDDING | MF MATTRESS | TOPPER | COMPETITION + CATEGORY {},MF TOPPER
sleepycat mattress topper queen size,5,2,24.49,0,0,TARGETING_EXPRESSION,2026-04-21,SPPT | BEDDING | MF MATTRESS | TOPPER | COMPETITION + CATEGORY {},MF TOPPER
sleepycat mattress topper queen size,6,1,6.03,0,0,TARGETING_EXPRESSION,2026-04-23,SPPT | BEDDING | MF MATTRESS | TOPPER | COMPETITION + CATEGORY {},MF TOPPER
sleepycat mattress topper queen size 78x60,7,1,9.74,0,0,PHRASE,2026-05-02,SPKT | BEDDING | Mattress Topper | Auto_SPAutoToSPManualKW_2025-07-03 16:23:31.0,SleepyCat- Bedsheets and Pillow Covers
sleepycat mattress topper queen size 78x60,9,1,5.24,0,0,PHRASE,2026-04-13,SPKT | BEDDING | Mattress Topper | Auto_SPAutoToSPManualKW_2025-07-03 16:23:31.0,Others
sleepycat mattress topper single bed,1,1,8.76,7284.76,1,TARGETING_EXPRESSION,2026-05-01,SPPT | BEDDING | MF MATTRESS | TOPPER | COMPETITION + CATEGORY {},MF TOPPER
sleepycat mattress ultima,1,1,6.41,0,0,PHRASE,2026-05-02,SPKT | Branded | ALL | Matt,Umlima MF
sleepycat mattress zero partner disturbance,4,1,14.59,0,0,PHRASE,2026-04-17,SPKT | Branded | ALL | Matt,Original
sleepycat mattress zero partner disturbance king size,3,1,16.83,0,0,PHRASE,2026-04-17,SPKT | Branded | ALL | Matt,Original
sleepycat mattress7572,1,1,18.38,0,0,PHRASE,2026-04-29,SPKT | Branded | ALL | Matt,Original
sleepycat mattresses,9714,109,2332.78,78394.81,8,PHRASE,2026-04-12,SPKT | Branded | ALL | Matt,Original
sleepycat mattresses,8878,109,2673.39,45988.4,8,PHRASE,2026-04-13,SPKT | Branded | ALL | Matt,Original
sleepycat mattresses,11282,69,1972.17,0,0,PHRASE,2026-04-14,SPKT | Branded | ALL | Matt,Original
sleepycat mattresses,9821,92,2132.12,719.49,1,PHRASE,2026-04-15,SPKT | Branded | ALL | Matt,Original
sleepycat mattresses,10456,90,2254.07,77826.27,5,PHRASE,2026-04-16,SPKT | Branded | ALL | Matt,Original
sleepycat mattresses,9070,93,1965.41,43567.37,4,PHRASE,2026-04-17,SPKT | Branded | ALL | Matt,Original
sleepycat mattresses,10912,121,2585.96,43391.34,3,PHRASE,2026-04-18,SPKT | Branded | ALL | Matt,Original
sleepycat mattresses,10598,139,2988.59,50608.48,5,PHRASE,2026-04-19,SPKT | Branded | ALL | Matt,Original
sleepycat mattresses,8671,83,2001.15,12672.04,2,PHRASE,2026-04-20,SPKT | Branded | ALL | Matt,Original
sleepycat mattresses,10045,108,2395.79,89873.84,9,PHRASE,2026-04-21,SPKT | Branded | ALL | Matt,Original
sleepycat mattresses,12396,126,2871.3,75524.68,9,PHRASE,2026-04-22,SPKT | Branded | ALL | Matt,Original
sleepycat mattresses,15812,150,4541.88,73850.05,6,PHRASE,2026-04-23,SPKT | Branded | ALL | Matt,Original
sleepycat mattresses,11186,118,3085.17,166369.35,10,PHRASE,2026-04-24,SPKT | Branded | ALL | Matt,Original
sleepycat mattresses,14042,128,3266.23,46786.28,4,PHRASE,2026-04-25,SPKT | Branded | ALL | Matt,Original
sleepycat mattresses,9385,125,2543.29,62633.74,4,PHRASE,2026-04-26,SPKT | Branded | ALL | Matt,Original
sleepycat mattresses,6573,105,2596.04,15338.39,2,PHRASE,2026-04-27,SPKT | Branded | ALL | Matt,Original
sleepycat mattresses,11726,113,3011.13,23049.15,2,PHRASE,2026-04-28,SPKT | Branded | ALL | Matt,Original
sleepycat mattresses,7289,78,2335.16,52372.87,5,PHRASE,2026-04-29,SPKT | Branded | ALL | Matt,Original
sleepycat mattresses,6055,94,2380.73,36216.95,4,PHRASE,2026-04-30,SPKT | Branded | ALL | Matt,Original
sleepycat mattresses,12806,136,3840.2,87047.03,8,PHRASE,2026-05-01,SPKT | Branded | ALL | Matt,Original
sleepycat mattresses,10853,120,3225.17,43053.19,7,PHRASE,2026-05-02,SPKT | Branded | ALL | Matt,Original
sleepycat mattresses,31,1,9.39,0,0,TARGETING_EXPRESSION_PREDEFINED,2026-04-15,SP | BEDDING | Pillow Cases| Auto,Ad group - 27/12/2024 16:34:36.214
sleepycat mattresses,107,3,65.7,0,0,TARGETING_EXPRESSION,2026-04-23,SPPT | Mattress | Original | Brand Protection,SPPT | Mattress | Original | Brand Protection
sleepycat mattresses,14,1,24.69,0,0,TARGETING_EXPRESSION,2026-04-24,SPPT | Mattress | Original | Brand Protection,SPPT | Mattress | Original | Brand Protection
sleepycat mattresses,14,1,7.37,0,0,TARGETING_EXPRESSION,2026-04-26,SPPT | Mattress | Original | Brand Protection,SPPT | Mattress | Original | Brand Protection
sleepycat mattresses,673,28,614.08,13809.32,1,TARGETING_EXPRESSION,2026-04-17,SPPT | Mattress | Original | Brand Protection,SPPT | Mattress | Original | Brand Protection
sleepycat mattresses,264,4,126.3,8127.12,1,TARGETING_EXPRESSION,2026-04-18,SPPT | Mattress | Original | Brand Protection,SPPT | Mattress | Original | Brand Protection
sleepycat mattresses,1152,28,454.06,24701.54,3,TARGETING_EXPRESSION,2026-04-19,SPPT | Mattress | Original | Brand Protection,SPPT | Mattress | Original | Brand Protection
sleepycat mattresses,537,14,258.73,0,0,TARGETING_EXPRESSION,2026-04-20,SPPT | Mattress | Original | Brand Protection,SPPT | Mattress | Original | Brand Protection
sleepycat mattresses,190,9,209.74,0,0,TARGETING_EXPRESSION,2026-04-26,SPPT | Mattress | Original | Brand Protection,SPPT | Mattress | Original | Brand Protection
sleepycat mattresses,323,18,319.87,9829.66,1,TARGETING_EXPRESSION,2026-04-27,SPPT | Mattress | Original | Brand Protection,SPPT | Mattress | Original | Brand Protection
sleepycat mattresses,39,3,118.16,0,0,TARGETING_EXPRESSION,2026-04-28,SPPT | Mattress | Original | Brand Protection,SPPT | Mattress | Original | Brand Protection
sleepycat mattresses,86,4,38.89,0,0,TARGETING_EXPRESSION,2026-05-01,SPPT | Mattress | Original | Brand Protection,SPPT | Mattress | Original | Brand Protection
sleepycat mattresses,285,15,238.65,6100.85,1,TARGETING_EXPRESSION,2026-05-02,SPPT | Mattress | Original | Brand Protection,SPPT | Mattress | Original | Brand Protection
sleepycat mattresses,7,1,35.5,0,0,TARGETING_EXPRESSION,2026-04-12,SPPT | Mattress | Latex | Brand Protection,SPPT | Mattress | Latex | Brand Protection
sleepycat mattresses,22,2,74.29,0,0,TARGETING_EXPRESSION,2026-04-13,SPPT | Mattress | Latex | Brand Protection,SPPT | Mattress | Latex | Brand Protection
sleepycat mattresses,415,21,598.79,16941.53,1,TARGETING_EXPRESSION,2026-04-14,SPPT | Mattress | Latex | Brand Protection,SPPT | Mattress | Latex | Brand Protection
sleepycat mattresses,764,23,557.58,20052.66,2,TARGETING_EXPRESSION,2026-04-15,SPPT | Mattress | Latex | Brand Protection,SPPT | Mattress | Latex | Brand Protection
sleepycat mattresses,648,27,824.6,13809.32,1,TARGETING_EXPRESSION,2026-04-16,SPPT | Mattress | Latex | Brand Protection,SPPT | Mattress | Latex | Brand Protection
sleepycat mattresses,100,1,12.52,0,0,TARGETING_EXPRESSION,2026-04-17,SPPT | Mattress | Latex | Brand Protection,SPPT | Mattress | Latex | Brand Protection
sleepycat mattresses,115,5,121.67,0,0,TARGETING_EXPRESSION,2026-04-18,SPPT | Mattress | Latex | Brand Protection,SPPT | Mattress | Latex | Brand Protection
sleepycat mattresses,572,23,428.85,0,0,TARGETING_EXPRESSION,2026-04-19,SPPT | Mattress | Latex | Brand Protection,SPPT | Mattress | Latex | Brand Protection
sleepycat mattresses,526,14,261.88,5999.05,1,TARGETING_EXPRESSION,2026-04-20,SPPT | Mattress | Latex | Brand Protection,SPPT | Mattress | Latex | Brand Protection
sleepycat mattresses,535,6,169.55,0,0,TARGETING_EXPRESSION,2026-04-21,SPPT | Mattress | Latex | Brand Protection,SPPT | Mattress | Latex | Brand Protection
sleepycat mattresses,118,6,92.31,26694.07,1,TARGETING_EXPRESSION,2026-04-22,SPPT | Mattress | Latex | Brand Protection,SPPT | Mattress | Latex | Brand Protection
sleepycat mattresses,108,5,91.63,12372.03,1,TARGETING_EXPRESSION,2026-04-23,SPPT | Mattress | Latex | Brand Protection,SPPT | Mattress | Latex | Brand Protection
sleepycat mattresses,351,13,294.58,0,0,TARGETING_EXPRESSION,2026-04-24,SPPT | Mattress | Latex | Brand Protection,SPPT | Mattress | Latex | Brand Protection
sleepycat mattresses,59,2,137.7,0,0,TARGETING_EXPRESSION,2026-04-25,SPPT | Mattress | Latex | Brand Protection,SPPT | Mattress | Latex | Brand Protection
sleepycat mattresses,144,2,31.57,0,0,TARGETING_EXPRESSION,2026-04-26,SPPT | Mattress | Latex | Brand Protection,SPPT | Mattress | Latex | Brand Protection
sleepycat mattresses,248,14,274.4,19829.66,1,TARGETING_EXPRESSION,2026-04-27,SPPT | Mattress | Latex | Brand Protection,SPPT | Mattress | Latex | Brand Protection
sleepycat mattresses,240,13,446.23,19384.71,2,TARGETING_EXPRESSION,2026-04-28,SPPT | Mattress | Latex | Brand Protection,SPPT | Mattress | Latex | Brand Protection
sleepycat mattresses,102,1,60.13,0,0,TARGETING_EXPRESSION,2026-05-01,SPPT | Mattress | Latex | Brand Protection,SPPT | Mattress | Latex | Brand Protection
sleepycat mattresses,342,23,564.05,16747.57,2,TARGETING_EXPRESSION,2026-05-02,SPPT | Mattress | Latex | Brand Protection,SPPT | Mattress | Latex | Brand Protection
